filename,year,month,volume,topic_num,topic_label,proportion,text_preview
November_Vol4_02_Mothers_in_Israel_Mothers_in_Israel.txt,1917,November,Vol4,10,Genealogical Stories,0.5778755561641128,vol4 sequence category mothers title israel mothers israel mothers israel unsung heroines great remarkable women church known publicly indeed one sometimes wonders public honors responsibilities given certain ones withheld others equally deserving equally capable greatness soul sometimes manifest...
November_Vol3_Misc.txt,1916,November,Vol3,2,Advertisements,0.5778385184011946,=== front matter cover ads contents advertisers directory === iii two books women encourage family record temple work deid simplified form complete instructions properly recording home industiy work family individual record arranged specially recording great credit due housein desirable concise f...
June_Vol4_04_Article_General_Conference_of_the_Relief_Society_Amy_Brown_Lyman.txt,1917,June,Vol4,8,Stake & Ward Relief Society Reports,0.5765626287716175,vol4 sequence category article title conference relief society amy brown lyman conference relief society amy brown lyman annual conference relief society held salt lake city wednesday thursday two public sessions held wednesday salt lake assembly hall two sessions stake officers held thursday ass...
March_Vol10_08_Article_Transformation_Grace_Ingles_Frost.txt,1923,March,Vol10,5,Serialized Fiction & Stories,0.5760115637551043,vol10 sequence category article title transformation grace ingles frost transformation grace ingles frost nature hid genial face behind veil gray grim silhouettes poplars stand stark unclad array bird notes filled silences rhapsodies song longer sound life grows somber aye long til memry brings s...
March_Vol10_18c_Guide_Lessons_Guide_Lessons_for_May_-_Lesson_III_-_The_Sketch_Book.txt,1923,March,Vol10,7,Household Management & Budgeting,0.5740484896019624,vol10 sequence category guide lessons title guide lessons lesson iii sketch book lesson literature third week sketch book irving spain priceless gift alhambra observed last lesson already done mother country sketch book rich legends moors enhanced irvings imagination preserved spicy style alhambr...
May_Vol7_08_Guide_Lessons_Guide_Lessons.txt,1920,May,Vol7,6,Recipes & Cooking Instructions,0.5736694705301576,vol7 sequence category guide lessons title guide lessons guide lessons 307 cream potato tomato celery split peas etc chowders corn clam milk chief ingredient another great advantage children lunch home gives mother chance train right habits eating without embarrassed presence adults important tab...
May_Vol7_03_Article_Beyond_Arsareth.txt,1920,May,Vol7,10,Genealogical Stories,0.5736440049654699,vol7 sequence category article title beyond arsareth beyond arsareth nephi anderson continued sunlight last came back heavens first just tinge ashen gray light appeared along horizon following sun along course light grew clearer day day revolution earth called day last broad daylight time sun app...
January_Vol7_08_Article_The_Official_Round_Table.txt,1920,January,Vol7,8,Stake & Ward Relief Society Reports,0.5736235425593709,vol7 sequence category article title official round table sarah jenne cannon islands several months adds special interest society jubilee celebration elaborate beautiful celebration jubilee anniversary founding young ladies mutual improvement association took place headquarters bishops building o...
April_Vol5_02_Article_Our_Relief_Society_Stake_Presidents_Susa_Young_Gates.txt,1918,April,Vol5,8,Stake & Ward Relief Society Reports,0.573553725968064,vol5 sequence category article title relief society stake presidents susa young gates relief society stake presidents susa young gates organization founded prophet joseph smith 1842 done much expressed words woman sex individual woman especially mormon woman lessons selfreliance independent think...
February_Vol6_11a_Article_For_Time_and_Eternity_a_a.txt,1919,February,Vol6,5,Serialized Fiction & Stories,0.5732552835338546,vol6 sequence category article title time eternity time eternity lucy green ====================================================================== time eternity lucy green temple ronald mother set heart home wedding planned elaborate reception married old bishop alcove drawingroom standing big fl...
October_Vol6_19_Editorial_The_League_of_Nations.txt,1919,October,Vol6,4,Gospel Doctrine & Spiritual Kingdom,0.5729503823487406,vol6 sequence category editorial title league nations editorial league nations ====================================================================== editorial 609 southern democrats credit honest sincere opinions whatever opinions hold league nations upon different political party questions let ...
April_Vol4_02_Article_Birthday_Celebration_of_our_Honored_President.txt,1917,April,Vol4,10,Genealogical Stories,0.5725330402258212,vol4 sequence category article title birthday celebration honored president birthday celebration 201 nauvoo martyrdom remembered temple built nauvoo honored felt assist preparing dinner every day upper floor parley pratts partially finished house nine twelve apostles thought still thinks greater ...
May_Vol8_07_Article_Her_Testimony_Zella_A._Johnson.txt,1921,May,Vol8,5,Serialized Fiction & Stories,0.5720597524618356,vol8 sequence category article title testimony zella johnson testimony zella johnson fast meeting congregation sat silent one wished speak lingering notes choirs song well rang mind well response call spirit silence became oppressive older members sat rigid younger ones fidgeted looked one face a...
V1_1914_Dec_03_Art_Work_and_Business.txt,1914,December,Vol1,7,Household Management & Budgeting,0.5715178994737421,vol1 sequence category article title work business note genealogical lesson blanks provided temple intended used persons coming temple perform ordinances used practice sheets genealogical class work notebooks obtained office genealogical society temple furnish sufficient opportunity practice need...
August_Vol4_13_Notes_from_Field_Notes_from_the_Field_Amy_Brown_Lyman.txt,1917,August,Vol4,8,Stake & Ward Relief Society Reports,0.5714594780850558,vol4 sequence category notes field title notes field amy brown lyman notes field 453 position whole relief society regret loss progressive helpful worker layton join hope labors lightened regain health sarah
September_Vol4_03_Poetry_Reclaimed._A_Poem_Coral_J._Black.txt,1917,September,Vol4,1,Biblical Stories,0.5707059380726783,vol4 sequence category poetry title reclaimed poem coral black reclaimed coral black stood beside casket lay robed last long sleep snowy white child hope future years center dreams souls delight sun joy shine songbird pipe one happy note sweetest melodies seem echoes tones thrilled slim white thr...
January_Vol5_17b_Guide_Lessons_Guide_Lessons_-_Lesson_I_Women_of_the_Book_of_Mormon.txt,1918,January,Vol5,4,Gospel Doctrine & Spiritual Kingdom,0.5704645288408989,vol5 sequence category guide lessons title guide lessons lesson women book mormon lesson theology testimony first week women book mormon home reading nephi jacob omni jarom words mormon shall know truth truth shall make free john 832 words scripture find marvelous verification case hebrew woman w...
March_Vol5_17_Editorial_Editorial_Keep_Your_Eye_on_the_Mark.txt,1918,March,Vol5,9,Pioneer Foremothers,0.5704033312433598,vol5 sequence category editorial title editorial keep eye mark editorial entered secondclast matter pott office salt lake city utah motto charity never faileth mat emmeline wells president mas claeissa williams first counselor mes julina smith second counselor amy brown lyman secretary susa young...
April_Vol4_12_Guide_Lessons_Guide_Lessons.txt,1917,April,Vol4,6,Recipes & Cooking Instructions,0.5703266313669154,vol4 sequence category guide lessons title guide lessons guide lessons 237 beauty one looks openings bushes sees sky beyond effort find stories true wholesome stories carry sweet lessons life give pleasure spiritual viewpoint stories true fact like nephi alma david moses child jesus cousin john w...
May_Vol8_10_Article_Belated_Joys_Alveretta_Engar.txt,1921,May,Vol8,5,Serialized Fiction & Stories,0.5695711049848107,vol8 sequence category article title belated joys alveretta engar belated joys alveretta engar robin drooped head beneath wing joyous notes sing leafy bower build nest mate little ones lull rest gaze upon dark dreary skies heart heavy tears bedim eyes joys wait pray joys dreamed come break day wo...
October_Vol8_12_Article_Relationship_of_the_Child_to_the_Temple_Clara_W._Beebe.txt,1921,October,Vol8,4,Gospel Doctrine & Spiritual Kingdom,0.569519713384297,vol8 sequence category article title relationship child temple clara beebe relationship child temple clara beebe child pledge nation god greater responsibility ever given mankind parenthood one greatest responsibilities teaching child concerning holiness house lord doc cov 6825 endeavor create he...
May_Vol9_19_Article_Freedom_and_the_Changing_Standards_May_Roberts_Rinehart.txt,1922,May,Vol9,7,Household Management & Budgeting,0.5693713392855834,vol9 sequence category article title freedom changing standards roberts rinehart freedom changing standards mary roberts rinehart notethe following wise summing social situation nation today americas foremost woman writer copied permission recent issue lapres home journaleditor day died england k...
September_Vol7_14b_Guide_Lessons_Lesson_II_-_Book_of_Mormon_Bible_Testimony_-_That_Day_When_t.txt,1920,September,Vol7,3,World War I News,0.5691052335466499,vol7 sequence category guide lessons title lesson book mormon bible testimony day guide lessons lesson book mormon bible testimony second week day book come forth text biblical world isaiah 2917 millennial star 788 aim central truth gods purposes accomplished conformity law order agency servants ...
August_Vol4_06_Article_Early_Amusements_in_Utah_Sarah_Jane_Rich_Miller.txt,1917,August,Vol4,10,Genealogical Stories,0.5690751206269644,vol4 sequence category article title early amusements utah sarah jane rich miller early amusements utah sarah jane rich miller first winter old fort busy time hauling woo canyons feeding taking care stock horses sheep cows oxen even goats kept men work ail day amusements much indulged sometimes r...
June_Vol10_06_Article_Teachers'_Topic_for_July.txt,1923,June,Vol10,7,Household Management & Budgeting,0.5690689813726136,vol10 sequence category article title teachers topic topic fact reviewing main point last lesson teacher awaken desire part class hear new lesson lesson day presented subtopics teacher reduced previously important points lesson important facts incidents emphasized teacher hold class closely discu...
September_Vol7_14a_Guide_Lessons_Lesson_I_-_Theology_and_Testimony_-_More_Light_on_Baptism_fo.txt,1920,September,Vol7,3,World War I News,0.5688975755467112,vol7 sequence category guide lessons title lesson theology testimony light baptism guide lessons lesson book mormon bible testimony second week day book come forth text biblical world isaiah 2917 millennial star 788 aim central truth gods purposes accomplished conformity law order agency servants...
October_Vol9_17c_Guide_Lessons_LESSON_III_-_Literature_-_HYMNS_WRITTEN_BY_WOMEN.txt,1922,October,Vol9,4,Gospel Doctrine & Spiritual Kingdom,0.5682594892077639,vol9 sequence category guide lessons title lesson iii literature hymns written women lesson iii literature third week hymns written women many people know women contributed goodly hymns great value hymnals christendom yet know extent women contributed neither know large group valued hymns written...
May_Vol2_10a_Genealogy_Genealogy_-_Lesson_III_-_Approximating_Dates.txt,1915,May,Vol2,7,Household Management & Budgeting,0.5682041705377975,vol2 sequence category genealogy title genealogy lesson iii approximating dates genealogy third week lesson iii approximating dates class open last lesson genealogy magazine 203 form given furnish months lesson note first name william young said born 1698 find dates form word placed just see will...
March_Vol7_02_Article_The_Five_General_Presidents_of_the_Relief_Society.txt,1920,March,Vol7,10,Genealogical Stories,0.5681750719268012,vol7 sequence category article title five presidents relief society five presidents relief society emma hale smith emma smith first relief society president church jesus christ latterday saints born 1804 harmony susquehanna county pennsylvania daughter isaac hale became acquainted joseph smith 18...
May_Vol4_05_Article_May_Entertainments_Morag.txt,1917,May,Vol4,5,Serialized Fiction & Stories,0.5672498446943407,vol4 sequence category article title entertainments morag entertainments morag day countries world first day celebrated holiday welcome returning spring especially enjoyed children feature day wreathing maypole choosing queen towns observe community holiday weather permits practice commended spri...
August_Vol10_01_Frontispiece_Timpanogos_Climbed_to_the_Top_in_Winter_Frontispiece.txt,1923,August,Vol10,9,Pioneer Foremothers,0.5671785833161243,vol10 sequence category frontispiece title timpanogos climbed top winter frontispiece timpanogos climbed top winter provo peaks cascades
September_Vol3_13_Guide_Lessons_Guide_Lessons.txt,1916,September,Vol3,7,Household Management & Budgeting,0.5670726154106618,vol3 sequence category guide lessons title guide lessons guide lessons household tasks sewing cooperation neighborhoods home sewing purchase bulk materials table linens underwear hiring woman common work central place tried good success mending thing done mending basket hiring small expense one p...
September_Vol7_14c_Guide_Lessons_Lesson_III_-_Literature_-_Some_of_Tennysons_Minor_Poems.txt,1920,September,Vol7,4,Gospel Doctrine & Spiritual Kingdom,0.5669580506718037,vol7 sequence category guide lessons title lesson iii literature tennysons minor poems lesson literature optional tennysons minor poems tennysons poems might almost styled wisdom literature events deal deep problems life death tithonus poem greek name presents one lifes problems ancient gentleman...
V1_1914_Dec_09_Art_Note.txt,1914,December,Vol1,4,Gospel Doctrine & Spiritual Kingdom,0.5669433162862614,vol1 sequence category article title note notes received bulletin best judges success failure experiment month celebrate nativity christ although reasonably certain born still join christian world making 25th memorial day worshipped savior redeemer lay gifts altar future wise men cave bethlehem m...
July_Vol9_04_Article_An_Indian_Story_Lucy_Guyman_Bloomfield.txt,1922,July,Vol9,10,Genealogical Stories,0.5668231529263865,vol9 sequence category article title indian story lucy guyman bloomfield indian story lucy guyman bloomfield far country things story took place right western neighbor state believe doubt just come new mexico ask grandma neski going tell fact one really knows beginning really generally believed o...
July_Vol3_16b_Guide_Lessons_Guide_Lessons_b.txt,1916,July,Vol3,6,Recipes & Cooking Instructions,0.5667394364553944,vol3 sequence category guide lessons title guide lessons fourth week teeth care lesson human countenance much beautified set teeth healthy white symmetrical good teeth greatly desired aid fine looks utmost importance helping maintain health good health depends largely good digestion mastica tion ...
July_Vol4_07_Article_Are_We_Wise_Grace_Jacobson.txt,1917,July,Vol4,4,Gospel Doctrine & Spiritual Kingdom,0.5663022991473523,vol4 sequence category article title wise grace jacobson wise 379 reward resurrection just along thy head husband thou wilt permitted pass gods aloft angels guard gates onward upward thy exaltation celestial world among gods priestess queen unto thy heavenly father glory thy husband offspring bea...
January_Vol9_00_BOARD.txt,1922,January,Vol9,9,Pioneer Foremothers,0.5658536354103165,relief society church jesus christ latterday saints contents presiding patriarchs frontispiece greeting presidency presiding patriarchs church susa young gates reminiscences granddaughter hyrum smith nellie story bean bubbles troubles ruth moench bell disarmament conference delegations book notic...
July_Vol6_02a_Article_Medical_Needs_in_the_Days_of_Moses_and_Today.txt,1919,July,Vol6,4,Gospel Doctrine & Spiritual Kingdom,0.5657796116230881,vol6 sequence category article title medical needs days moses today medical needs days moses today mary foster gibbs ====================================================================== medical needs days moses today mary foster gibbs latterday saints peculiarly openminded attitude towards life...
"August_Vol7_12_Poetry_The_Grail_of_the_Fields,_a_poem_Maude_Baggarley.txt",1920,August,Vol7,5,Serialized Fiction & Stories,0.5656580958824123,vol7 sequence category poetry title grail fields poem maude baggarley grail fields maud baggarley heads downcast horses stood beside fragrant upturned sod dim way knew life good desirable beautiful felt peace god dreamed brooding spirit fields unto spoke submerged sleeping instinct woke looked up...
October_Vol6_04a_Article_A_Whiff_of_Ether.txt,1919,October,Vol6,5,Serialized Fiction & Stories,0.5655248995660448,vol6 sequence category article title whiff ether whiff ether lucy green ====================================================================== whiff ether lucy green dreaded day arrived last luella warren ready hospital days past swept scrubbed dusted cleaned furniture windows suburban bungalow e...
August_Vol8_10_Article_The_Testing_Rod_Eva_Powell.txt,1921,August,Vol8,4,Gospel Doctrine & Spiritual Kingdom,0.5655176542880955,vol8 sequence category article title testing rod eva powell testing rod face fact often give offense just often repent grow tired taking task better keep sincere repentance still often sin life hard god must test time repent law see gold time sin test must come become weary wish try repent cease ...
April_Vol4_03_Article_Our_New_Board_Member.txt,1917,April,Vol4,5,Serialized Fiction & Stories,0.5654847591803049,vol4 sequence category article title new member new member lillian cameron members relief society interested know talented young worker added lillian cameron daughter david sarah childs cameron third generation church fathers fourth mothers side father born scotland mother england born utah teach...
April_Vol6_10d_Home_Science_LESSON_IV_Home_Courses_ADOLESCENCE.txt,1919,April,Vol6,7,Household Management & Budgeting,0.5650137475099659,vol6 sequence category home science title lesson home courses adolescence lesson home courses adolescence ====================================================================== lesson home courses fourth week adolescence actual duration period adolescence extends twentieth year certain substances...
May_Vol9_01_Article_Contentment_Riveina_Lundgren.txt,1922,May,Vol9,9,Pioneer Foremothers,0.5647707920389462,vol9 sequence category article title contentment riveina lundgren contentment riveina lundgren 235 pioneer mothers grave platte river 237 maymothers month 242 mothering elsie carroll 242 mother velora darger 243 mother mine matilda galloway 244 mother genie mark 244 dreams come true linda fletche...
April_Vol3_12_Current_Topics_Current_Topics_James_H._Anderson.txt,1916,April,Vol3,8,Stake & Ward Relief Society Reports,0.5642928233811599,vol3 sequence category current topics title current topics james anderson current topics james anderson jewish relief fund received liberal subscriptions utah antisemitic prejudice less hold people almost anywhere else mexico since present troubles began 112 americans killed murderers punished tw...
March_Vol10_11_Article_Songs_for_Relief_Society_Day.txt,1923,March,Vol10,4,Gospel Doctrine & Spiritual Kingdom,0.5639771208408708,vol10 sequence category article title songs relief society day songs relief society day occasion fiftieth anniversary organization relief society large jubilee held salt lake city hymn composed celebration late emily hill woodmansee words hymn blest day appear 429 later editions hymn book words a...
September_Vol9_06_Article_Consolation_Zella_A._Johnson.txt,1922,September,Vol9,5,Serialized Fiction & Stories,0.5639734278492352,vol9 sequence category article title consolation zella johnson consolation zella johnson father thou dost know weary thou knowest well load bears heavy now take thou heart care trouble let faith love comfort sooth brow troubles lord must bear silence cares none earth share tis turn thee reigns he...
V1_1914_Nov_08_Notice_Notices.txt,1914,November,Vol1,7,Household Management & Budgeting,0.5635905327396475,vol1 sequence category notice title notices notice hereby given monday 16th free school opened care direction trustees academy new building instruction poor children gratis reading writing arithmetic desirous children admitted apply trustees year later following notice appeared paper charity scho...
May_Vol9_08_Article_O_Mother_Mine_Matilda_K._Galloway.txt,1922,May,Vol9,4,Gospel Doctrine & Spiritual Kingdom,0.5635883706983043,vol9 sequence category article title mother mine matilda galloway mother mine maitlda galloway mother mine owe gift life grand thou art masterpiece gods almighty hand thy pain sacrifice call previous sphere revel gospel light joy beyond compare thy love world end heaven depart leads greater thing...
December_Vol3_Misc.txt,1916,December,Vol3,2,Advertisements,0.563442127930587,=== front matter cover ads contents advertisers directory === iii two books sugar family recerd temple work fhe dead simplified form complete ihe food children instructions properly recoiling work family individual record pointing value arranged specially recording sugar food children desirable c...
March_Vol6_10a_Notes_from_Field_The_Official_Round_Table.txt,1919,March,Vol6,8,Stake & Ward Relief Society Reports,0.5633550549549082,vol6 sequence category notes field title official round table official round table clarissa smith williams amy brown lyman ====================================================================== official round table conducted clarissa smith williams amy brown lyman news following incident sent new...
October_Vol10_10_Poetry_The_Great_Teacher_(Poem)_Alfred_Osmond.txt,1923,October,Vol10,1,Biblical Stories,0.5628499392599109,vol10 sequence category poetry title great teacher poem alfred osmond great teacher alfred osmond resist evil arm force flame fiercest passions thy foe grant fair love undeserved divorce charms life virtue bestow potency strikes baneful blow minion fiends hate god nature overthrow spite thunderbo...
November_Vol6_12d_Home_Science_LESSON_IV_Home_Courses_EFFICIENT_HOUSEHOLD_PURCHASING.txt,1919,November,Vol6,7,Household Management & Budgeting,0.5623157707664186,vol6 sequence category home science title lesson home courses efficient household purchasing lesson home courses efficient household purchasing ====================================================================== lesson home courses fourth week efficient household purchasing rose widtsoe every ...
September_Vol8_03_Article_Church_School_Education_Susa_Young_Gates.txt,1921,September,Vol8,7,Household Management & Budgeting,0.5613650413347976,vol8 sequence category article title church school education susa young gates church school education susa young gates people church carefully prayerfully consider just just just shall educate boys girls important question looms present day consideration urch spent hundreds thousands dollars past...
March_Vol6_06_At_the_Temple_Gates_Mary_Foster_Gibbs.txt,1919,March,Vol6,5,Serialized Fiction & Stories,0.5608011811433519,vol6 sequence category title temple gates mary foster gibbs temple gates mary foster gibbs ====================================================================== temple gates mary foster gibbs sparkling afternoon sun picking countless diamonds snowy surface inside temple gates gatehouse sat watch...
February_Vol2_09a_Home_Science_Home_Gardening.txt,1915,February,Vol2,6,Recipes & Cooking Instructions,0.5605114540881122,vol2 sequence category home science title home gardening home gardening seedtime harvest time now time prepare seedtime important good seeds plant poorest cheapest economy world plant poor seeds expect good results return therefore let say buy best seeds market saved seeds gardens write reputable...
May_Vol6_04_Lines_for_a_Golden_Wedding_Day._._Mary_Foster_Gibbs.txt,1919,May,Vol6,10,Genealogical Stories,0.5604275724566612,vol6 sequence category lines title golden wedding day mary foster gibbs lines golden wedding day mary foster gibbs ====================================================================== wedding charles nibley presiding bishop charles nibley wife rebecca neibaur nibley celebrated golden wedding an...
July_Vol10_11a_Guide_Lessons_Guide_Lessons_for_September_c_c_c_c_c.txt,1923,July,Vol10,4,Gospel Doctrine & Spiritual Kingdom,0.5602007838447169,vol10 sequence category guide lessons title guide lessons lesson iii literature third week james fenimore cooper one first writers fiction america charles brockden brown followed fashion fiction vogue england ghost stories tales making use supernatural material style time prior poets america lang...
July_Vol3_Misc.txt,1916,July,Vol3,2,Advertisements,0.5598672624116275,=== front matter cover ads contents advertisers directory === rellefsocielt^ magazihe omo special articles birth control elders richards mackay whitney smith priceless golden wedding day prest joseph smith julina smith first met alfred lambourne home science department utah sugar janette hyde org...
November_Vol8_11_Editorial_Editorial_Sparks_Struck_from_the_Conference_Fires.txt,1921,November,Vol8,4,Gospel Doctrine & Spiritual Kingdom,0.5594645112578559,vol8 sequence category editorial title editorial sparks struck conference fires editorial kntered secondclass matter post office salt lake city utah mottocharity never faitleth relief society magazine editor susa youne gares tusiness manager janette hyve ssistant manager amy brown lyman room bish...
V1_1914_Oct_08_Notice_Notices.txt,1914,October,Vol1,7,Household Management & Budgeting,0.5592239691355954,vol1 sequence category notice title notices notice genealogical society utah make everything clear avoid confusion art lesson iii john singer sargent john sargent called greatest portrait painter since sir joshua reynolds many rank van dyke even great american whistler divided honors europe count...
December_Vol6_01a_Article_General_Relief_Society_Conference_a_a_a_a_a.txt,1919,December,Vol6,7,Household Management & Budgeting,0.5592113204338383,vol6 sequence category article title relief society conference relief society conference amy brown lyman ====================================================================== brown lyman room bishops building salt lake city utah conference relief society amy broivn lyman secretary semiannual con...
May_Vol5_04_Article_Guidance_of_Children.txt,1918,May,Vol5,4,Gospel Doctrine & Spiritual Kingdom,0.5586055413258787,vol5 sequence category article title guidance children guidance children lucy uriglif sjioiv prayer ■methinks god must oft dismayed hearing much hps prayed seeing httle make prayers pray come true prayer necessary child taught pray shall teach child pray prayer wireless message god must sent prop...
V1_1914_Feb_00_CONTENTS.txt,1914,February,Vol1,7,Household Management & Budgeting,0.5585988618719613,vol1 sequence category contents title index lesson statements index lesson statements address genealogy home ethics home gardens literature architecture relief society convention books reading course relief society home women girls future activities society
January_Vol3_18a_Genealogy_Genealogy_Lesson_-_Individual_Records_and_Letters.txt,1916,January,Vol3,7,Household Management & Budgeting,0.5585501115351996,vol3 sequence category genealogy title genealogy lesson individual records letters genealogy moment person begins individual record confronted questions baptized appointed office relief society many numerous points often person unable give information offhand becomes discouraged gives whole matte...
May_Vol6_06_A_Lover_of_Grape_Vines_Frank_R._Arnold.txt,1919,May,Vol6,6,Recipes & Cooking Instructions,0.5585286771954248,vol6 sequence category title lover grape vines frank arnold lover grape vines frank arnold ====================================================================== lover grape vines frank arnold logan utah often takes woman get things done farm garden neighbor last summer guessed peartrees bottom g...
April_Vol9_11a_Guide_Lessons_Lesson_I_-_Theology_and_Testimony_-_The_Sabbath_Day_and_Sund.txt,1922,April,Vol9,4,Gospel Doctrine & Spiritual Kingdom,0.5578599154064248,vol9 sequence category guide lessons title lesson theology testimony sabbath day sund guide lessons lesson theology testimony first week sabbath day sunday introduction sabbath day sunday used interchangeably alike least two respects yet different respects behind divine proclamation days rest dif...
September_Vol5_07_Article_When_Mother_attended_Sunday_School_Clara_S._Fagergren.txt,1918,September,Vol5,5,Serialized Fiction & Stories,0.5574432972333527,vol5 sequence category article title mother attended sunday school clara fagergren mother attended sunday school clara fagcrgrcn mother sank chair exhausted getting children ready sunday school father big sister nan left home earlier order attend officers meetings usual mother left alone mornings...
November_Vol3_11_Current_Topics_Current_Topics_James_H._Anderson.txt,1916,November,Vol3,10,Genealogical Stories,0.5572904181855489,vol3 sequence category current topics title current topics james anderson current topics james anderson breadstuffs united states continue price quantity hand peace talk forbidden germany putting jail engage freely treatment doubtless effective womens skirts ankle length less flaring promise fash...
January_Vol5_05c_Poem_Cecelia.txt,1918,January,Vol5,5,Serialized Fiction & Stories,0.5562243844070075,vol5 sequence category poem title cecelia cecelia eyes downcast demure saint feature bearing fair gift grace gently pure without selfish taint remember sweet vanished face short time count years yesterday past seems neither know lifes cares tears lost visions maiden dreams rapture loves olden tal...
June_Vol4_01_Article_The_Star-Spangled_Banner.txt,1917,June,Vol4,1,Biblical Stories,0.5551705752935301,vol4 sequence category article title starspangled banner starspangled banner say see dawns early light proudly hailed twilights last gleaming whose broad stripes bright stars perilous fight oer ramparts watched gallantly streaming rockets red glare bombs bursting air gave proof night flag still c...
February_Vol4_Misc.txt,1917,February,Vol4,2,Advertisements,0.5545879555995274,=== front matter cover ads contents advertisers directory === relief society magazine organized published relief society church jesus christ latterday saints contents contents things worth jessie sundwall frontispiece francis marion lyman president heber grant francis marion lyman alice louise re...
April_Vol3_15b_Guide_Lessons_LESSON_II_Work_and_Business_Second_Week_in_May.txt,1916,April,Vol3,7,Household Management & Budgeting,0.5534196691585894,vol3 sequence category guide lessons title lesson work business second week lesson work business second week lesson iii genealogy art third week genealogy moment person begins individual record confronted questions baptized appointed office relief society many numerous points often person unable ...
January_Vol4_14a_Editorial_A_Call_to_the_Women_of_the_Church.txt,1917,January,Vol4,8,Stake & Ward Relief Society Reports,0.5530978814774492,vol4 sequence category editorial title call women church editorial entered second class matter post office salt lake city utah motto charity never faileth salt lake city utah call women church call upon officers members throughout church give serious consideration following letter recently addres...
March_Vol5_18c_Genealogy_Guide_Lessons_-_Lesson_III_Genealogy_-_History_Beginnings_in_b_b.txt,1918,March,Vol5,3,World War I News,0.5523809937811581,vol5 sequence category genealogy title guide lessons lesson iii genealogy history beginnings history beginnings europe considered first three lessons year probable origin teutonic germanic races scent noahs son japheth modern historians agree idea others think shem ancestor know modern revelation...
February_Vol8_03_Article_The_Jerusalem_of_Today.txt,1921,February,Vol8,3,World War I News,0.5523666113226562,vol8 sequence category article title jerusalem today jerusalem today jerusalem rebuilding rapidly palestine resounds hum hebrew industry hills smile fields ripening grain planted amicable hands descendants judah esau ishmael heart every latterday saint singing phrases begin prophecy end praise ma...
May_Vol6_MISC.txt,1919,May,Vol6,2,Advertisements,0.5520611501355729,miscellaneous text ====================================================================== === first article === dsen studio 249 main salt lake city brunswickbalkecollender buliard tables 5559 south temple salt lake city burial clothes south mple child floral second south main salt lake city dayne...
June_Vol6_08_Helps_for_Health_Talks.txt,1919,June,Vol6,7,Household Management & Budgeting,0.5509815530971884,vol6 sequence category helps title health talks helps health talks ====================================================================== helps health talks main cause ill health lack cleanliness human body wonderful machine existence proper care keep good order seventy years good food cleanlines...
July_Vol5_01_Frontispiece_Relief_Society_Mission_Presidents_Frontispiece_Relief_Societ.txt,1918,July,Vol5,8,Stake & Ward Relief Society Reports,0.5508300609873377,vol5 sequence category frontispiece title relief society mission presidents frontispiece relief societ relief society established city named detroit many sisters striving toil might main make work thriving two lady missionaries instruct ways modes living theology genealogy minds bringing far near...
V1_1914_May_00_CONTENTS.txt,1914,May,Vol1,7,Household Management & Budgeting,0.550699239785506,vol1 sequence category contents title index lesson statements index lesson statements relief society memories editorial peace genealogy home ethics home gardening women literature art architecture music notices
November_Vol10_00_CONTENTS.txt,1923,November,Vol10,9,Pioneer Foremothers,0.5501429335177288,contents harvest home frontispiece harvest home poem alfred osmond 529 names poem 531 louis pasteur portrait 532 pasteurs contribution relief human suffering harris 533 faith poem 538 moonlight lake poem ida alldredge 540 ruths thanksgiving elsie talmage brandley 541 nurse aids class 550 old man ...
August_Vol2_01_Article_Ye_Ancient_and_Honorable_Order_of_Midwifery.txt,1915,August,Vol2,10,Genealogical Stories,0.5490203869764845,vol2 sequence category article title ancient honorable order midwifery zina young zions beloved nurse midwife relief society magazine ancient honorable order midwifery profession midwifery old world always ever last century women presided high priestesses chamber birth skill resourcefulness tact ...
November_Vol10_14_Article_Ten_Reasons_Why_I_Should_Subscribe_for_the_Relief_Society_Ma.txt,1923,November,Vol10,7,Household Management & Budgeting,0.5488819374357035,vol10 sequence category article title ten reasons subscribe relief society ten reasons subscribe relief society magazine union stake grande oregon official magazine relief society church jesus christ latterday saints loyally supported every member society edited controlled various departments wom...
January_Vol3_18c_Home_Ethics_Home_Economics_-_The_Latter-day_Saint_Home.txt,1916,January,Vol3,7,Household Management & Budgeting,0.5487093023335217,vol3 sequence category home ethics title home economics latterday saint home lesson home economics latterday saint home fourth week mormon conception home unlike peoples latterday saints believe home upon earth patterned home heaven paul says things earthly type things heavenly righteous home hus...
V1_1914_Feb_02_Art_Relief_Society_Home_for_Women_and_Girls.txt,1914,February,Vol1,8,Stake & Ward Relief Society Reports,0.5486962549525857,vol1 sequence category article title relief society home women girls relief society home women girls relief society home women girls opened formally 1913 brief modest dedicatory services home situated opposite north gate temple grounds west north temple represents culmination long cherished hope ...
August_Vol5_09_Home_Entertainments_Home_Entertainments.txt,1918,August,Vol5,6,Recipes & Cooking Instructions,0.5484809792746765,vol5 sequence category home title entertainments home entertainments home entertainments blue monday shower summer bride room decorated blue white flowers clothesline stretched gifts wrapped blue white tissue paper suspended invitation bore following verse usual mondays washday wet fine please br...
