topic_num,topic_label,proportion,doc_id,filename,Title,Author,Article_Type,volume_num,year,month,proportion_pct
6,Community Celebrations,0.7906498709563725,2386,November_Vol19_No11_05_Article_Save_the_Wild_Birds_J._H._Paul.txt,Save the Wild Birds J. H. Paul,NA,Article,19,1932,November,79.06
6,Community Celebrations,0.7892518484222196,4094,May_Vol6_06_A_Lover_of_Grape_Vines_Frank_R._Arnold.txt,Lover of Grape Vines Frank R. Arnold,NA,Article,6,1919,May,78.93
6,Community Celebrations,0.7833670350057393,1263,July_Vol15_03_Article_Sagebrush_A._C._Sorenson.txt,Sagebrush A. C. Sorenson,NA,Article,15,1928,July,78.34
7,Household Hints & Recipes,0.9748077014765754,3883,March_Vol5_18c_Genealogy_Guide_Lessons_-_Lesson_III_Genealogy_-_History_Beginnings_in_b_b.txt,Guide Lessons - Lesson III Genealogy - History Beginnings in,NA,Genealogy,5,1918,March,97.48
7,Household Hints & Recipes,0.9722143810853314,4031,January_Vol6_20c_Genealogy_LESSON_III_Genealogy_SCOTCH_AND_IRISH_SURNAMES.txt,LESSON III Genealogy SCOTCH AND IRISH SURNAMES,NA,Genealogy,6,1919,January,97.22
7,Household Hints & Recipes,0.9668463670245154,3977,August_Vol6_06d_Genealogy_Guide_Lessons_-_Lesson_III_Genealogy_-_Welsh_Surnames_a_a.txt,Guide Lessons - Lesson III Genealogy - Welsh Surnames,NA,Genealogy,6,1919,August,96.68
7,Household Hints & Recipes,0.936575602159625,4152,October_Vol6_20d_Guide_Lessons_Lesson_III_-_Genealogy_-_Scandinavian_Surnames.txt,Lesson III - Genealogy - Scandinavian Surnames,NA,Guide,6,1919,October,93.66
7,Household Hints & Recipes,0.9321185614047252,247,March_Vol10_18c_Guide_Lessons_Guide_Lessons_for_May_-_Lesson_III_-_The_Sketch_Book.txt,Guide Lessons for May - Lesson III - The Sketch Book,NA,Guide,10,1923,March,93.21
7,Household Hints & Recipes,0.9203395911618596,1989,January_Vol18_23c_Lesson_Literature_-_The_Short_Story_in_Germany.txt,Literature - The Short Story in Germany,NA,Lesson,18,1931,January,92.03
7,Household Hints & Recipes,0.9201090689503849,3988,December_Vol6_07e_Guide_Lessons_Literature_Lesson_I_-_Introductory_to_Tennyson_and_Browning.txt,Literature Lesson I - Introductory to Tennyson and Browning,NA,Guide,6,1919,December,92.01
7,Household Hints & Recipes,0.9115737905700281,3786,December_Vol5_15d_Genealogy_Lesson_III_-_How_a_Great_English_Battle_Started_Surnames_in.txt,Lesson III - How a Great English Battle Started Surnames in,NA,Genealogy,5,1918,December,91.16
7,Household Hints & Recipes,0.9034447322384858,1581,November_Vol16_04_Article_Joan_of_Arc_as_Portrayed_in_Literature_Blanche_Kendall_McKey.txt,Joan of Arc as Portrayed in Literature Blanche Kendall McKey,NA,Article,16,1929,November,90.34
7,Household Hints & Recipes,0.9005057844583882,1584,November_Vol16_07_Article_Joan_of_Arc_-_The_Maid_of_France_in_Sculpture.txt,Joan of Arc - The Maid of France in Sculpture,NA,Article,16,1929,November,90.05
7,Household Hints & Recipes,0.8987596234185034,4108,May_Vol6_15d_Genealogy_Lesson_III_Genealogy_-_Surnames_Derived_from_Trades_and_Occu.txt,Lesson III Genealogy - Surnames Derived from Trades and Occu,NA,Genealogy,6,1919,May,89.88
7,Household Hints & Recipes,0.8648356522241574,4008,February_Vol6_17d_Genealogy_Guide_Lessons_-_Lesson_III_-_Genealogy.txt,Guide Lessons - Lesson III - Genealogy,NA,Genealogy,6,1919,February,86.48
7,Household Hints & Recipes,0.8619109814437154,3543,August_Vol4_17b_Guide_Lessons_Lesson_II_Work_and_Business.txt,Lesson II Work and Business,NA,Guide,4,1917,August,86.19
7,Household Hints & Recipes,0.8485879728343164,1840,November_Vol17_14c_Guide_Lessons_Lesson_3_-_Literature.txt,Lessons Lesson 3 - Literature,NA,Guide,17,1930,November,84.86
7,Household Hints & Recipes,0.8458967637294166,1583,November_Vol16_06_Article_Joan_of_Arc_After_the_Victory.txt,Joan of Arc After the Victory,NA,Article,16,1929,November,84.59
7,Household Hints & Recipes,0.8431747338032858,3331,August_Vol3_11b_Guide_Lessons_Guide_Lessons_b_a_a.txt,Guide Lessons,NA,Guide,3,1916,August,84.32
7,Household Hints & Recipes,0.8428013623019496,3810,February_Vol5_16c_Guide_Lessons_Lesson_III_-_Genealogy_and_Literature_-_Descendants_and_Trib.txt,Lesson III - Genealogy and Literature - Descendants and Trib,NA,Guide,5,1918,February,84.28
7,Household Hints & Recipes,0.8309080461414756,1959,February_Vol18_11c_Lesson_Literature_-_The_Short_Story_in_France.txt,Literature - The Short Story in France,NA,Lesson,18,1931,February,83.09
7,Household Hints & Recipes,0.8301102836499588,213,July_Vol10_08e_Guide_Lessons_Guide_Lessons_for_September_c.txt,Guide Lessons for September,NA,Guide,10,1923,July,83.01
7,Household Hints & Recipes,0.8296428833961924,2236,February_Vol19_08_Article_Side_Lights_on_the_Book_of_Mormon_John_Henry_Evans.txt,Side Lights on the Book of Mormon John Henry Evans,John Henry Evans,Article,19,1932,February,82.96
7,Household Hints & Recipes,0.822132513759645,3935,October_Vol5_13c_Guide_Lessons_LESSON_III_Genealogy_ADDED_OR_SURNAMES_THEIR_ORIGIN.txt,LESSON III Genealogy ADDED OR SURNAMES THEIR ORIGIN,NA,Guide,5,1918,October,82.21
7,Household Hints & Recipes,0.8214860839319624,1932,December_Vol18_10_Article_Short_Story_Jensen.txt,Short Story Jensen,NA,Article,18,1931,December,82.15
7,Household Hints & Recipes,0.8018022644333299,2635,April_Vol20_19c_Lesson_Literature_-_The_Delight_of_Great_Books.txt,Literature - The Delight of Great Books,NA,Lesson,20,1933,April,80.18
7,Household Hints & Recipes,0.7861667506226343,2864,November_Vol20_19c_Lesson_Literature_-_Life_and_Literature.txt,Literature - Life and Literature,NA,Lesson,20,1933,November,78.62
7,Household Hints & Recipes,0.7831678185145694,1698,December_Vol17_13c_Guide_Lessons_Guide_Lessons_for_February_-_Lesson_III_Literature.txt,Lessons Guide Lessons for February - Lesson III Literature,NA,Guide,17,1930,December,78.32
8,Moral Fiction,0.9529785410459336,728,October_Vol12_03_Article_The_Editor_Abroad_Alice_L_Reynolds.txt,The Editor Abroad Alice L. Reynolds,Alice L. Reynolds,Article,12,1925,October,95.3
8,Moral Fiction,0.9135618529682266,40,V1_1914_Feb_07_Art_Architecture.txt,Architecture,NA,Article,1,1914,February,91.36
8,Moral Fiction,0.9042329818278761,752,September_Vol12_13a_Article_The_Editor_Abroad.txt,The Editor Abroad,Alice L. Reynolds,Article,12,1925,September,90.42
8,Moral Fiction,0.9028248099833301,1143,October_Vol14_11_Article_Decorative_Treatment_of_Walls_Carol_Crawford.txt,Decorative Treatment of Walls Carol Crawford,NA,Article,14,1927,October,90.28
8,Moral Fiction,0.9024865558637293,3019,February_Vol21_05_Article_Your_Home_Luke.txt,Your Home Luke,NA,Article,21,1934,February,90.25
8,Moral Fiction,0.8643498921713885,3336,December_Vol3_03_Article_Reception_at_the_McCune_Home_Susa_Young_Gates.txt,Reception at the McCune Home Susa Young Gates,Susa Young Gates,Article,3,1916,December,86.43
8,Moral Fiction,0.8638477481592145,2773,June_Vol20_06c_Article_A_Most_Interesting_Exhibit.txt,A Most Interesting Exhibit,NA,Article,20,1933,June,86.38
8,Moral Fiction,0.8505995324138784,3139,March_Vol21_09_Article_Your_Home_Luke.txt,Your Home Luke,NA,Article,21,1934,March,85.06
8,Moral Fiction,0.8416858068000643,570,August_Vol12_07_Article_The_Editor_Abroad_Alice_Louise_Reynolds.txt,The Editor Abroad Alice Louise Reynolds,Alice Louise Reynolds,Article,12,1925,August,84.17
8,Moral Fiction,0.829349511753306,51,V1_1914_Jan_07_Art_Architecture_and_Art.txt,Architecture and Art,NA,Article,1,1914,January,82.93
8,Moral Fiction,0.822799655639087,2915,September_Vol20_19_Article_The_Building_of_the_Organ_Linda_S_Fletcher.txt,The Building of the Organ Linda S Fletcher,Linda S. Fletcher,Article,20,1933,September,82.28
8,Moral Fiction,0.8020599124826133,3146,March_Vol21_16_Article_One_Thousand_Richardson.txt,One Thousand Richardson,Quilts Arthur M. Richardson,Article,21,1934,March,80.21
8,Moral Fiction,0.801095940991093,1367,October_Vol15_05_Article_The_Japanese_Theatre_Elbert_D_Thomas.txt,The Japanese Theatre Elbert D. Thomas,Elbert D. Thomas,Article,15,1928,October,80.11
8,Moral Fiction,0.7946657763040087,2718,January_Vol20_03_Article_Your_Home_Beautiful_Mabel_Margaret_Luke.txt,Your Home Beautiful Mabel Margaret Luke,NA,Article,20,1933,January,79.47
8,Moral Fiction,0.7851730462468104,1963,February_Vol18_13_Frontispiece_The_Protest_C_E_Dallin_Frontispiece.txt,The Protest C E Dallin Frontispiece,NA,Frontispiece,18,1931,February,78.52
8,Moral Fiction,0.7794703626456847,2782,June_Vol20_14_Article_Your_House_Beautiful_Mabel_Margaret_Luke.txt,Your House Beautiful Mabel Margaret Luke,NA,Article,20,1933,June,77.95
8,Moral Fiction,0.7713027135418064,4363,August_Vol8_03_Article_Madame_Curie.txt,Madame Curie,NA,Article,8,1921,August,77.13
8,Moral Fiction,0.7489878266360546,941,October_Vol13_05_Editorial_Editorial-Ours.txt,Editorial—Ours,NA,Editorial,13,1926,October,74.9
8,Moral Fiction,0.7479489647099089,4361,August_Vol8_01_Frontispiece_Mme._Curie_in_her_Laboratory_in_Paris_Frontispiece.txt,Mme. Curie in her Laboratory in Paris Frontispiece,NA,Frontispiece,8,1921,August,74.79
8,Moral Fiction,0.7423262568799942,608,January_Vol12_01_Article_The_Year_Has_Gone_Eliza_R_Snow.txt,The Year Has Gone Eliza R. Snow,NA,Article,12,1925,January,74.23
8,Moral Fiction,0.7261786932471161,2802,March_Vol20_09_Article_Your_Home_Beautiful_Mabel_Margaret_Luke.txt,Your Home Beautiful Mabel Margaret Luke,NA,Article,20,1933,March,72.62
8,Moral Fiction,0.7163202381510346,726,October_Vol12_00_Misc.txt,October Vol12 00 Misc,NA,Misc,12,1925,October,71.63
8,Moral Fiction,0.7130612274867666,2568,May_Vol2_10c_Art_Art_-_Devotees_and_their_Shrines.txt,Art - Devotees and their Shrines,NA,Article,2,1915,May,71.31
8,Moral Fiction,0.6988748131983854,3109,June_Vol21_31_Art_Wedding_Anniversaries_Jessie_M_Robinson.txt,Wedding Anniversaries Jessie M. Robinson,Jessie M. Robinson,Article,21,1934,June,69.89
8,Moral Fiction,0.6758076892621732,2542,March_Vol2_06_Article_The_Textile_Art_Rose_Widtsoe.txt,The Textile Art Rose Widtsoe,NA,Article,2,1915,March,67.58
9,Advertisements for Clothing,0.9517348212763657,1900,April_Vol18_20_Guide_Lessons_Social_Service.txt,Lessons Social Service,NA,Guide,18,1931,April,95.17
9,Advertisements for Clothing,0.9393999221539325,1596,November_Vol16_16d_Guide_Lessons_LESSON_IV_-_Social_Service_-_THE_FIELD_OF_SOCIAL_WORK.txt,Lessons LESSON IV - Social Service - THE FIELD OF SOCIAL WORK,NA,Guide,16,1929,November,93.94
9,Advertisements for Clothing,0.877807366286298,438,June_Vol11_08e_Article_Relief_Society_Nurse_Aids_Class.txt,Relief Society Nurse Aids Class,NA,Article,11,1924,June,87.78
9,Advertisements for Clothing,0.8658853567368352,174,February_Vol10_10_Article_Tuskegee_Institute_Health_Program.txt,Tuskegee Institute Health Program,NA,Article,10,1923,February,86.59
9,Advertisements for Clothing,0.850503077129185,773,April_Vol13_09_Article_Helping_the_Primary_Association.txt,Helping the Primary Association,NA,Article,13,1926,April,85.05
9,Advertisements for Clothing,0.8469188148121373,286,November_Vol10_19_Guide_Lessons_Teachers_Topic_for_January.txt,Teachers Topic for January,NA,Guide,10,1923,November,84.69
9,Advertisements for Clothing,0.8366979369700978,4528,September_Vol8_18_Article_A_Great_Church_University_F_S_Harris.txt,A Great Church University F S Harris,F. S. Harris,Article,8,1921,September,83.67
9,Advertisements for Clothing,0.8208534632165406,338,April_Vol11_11_Article_Dr_McCollum_Coming_to_Utah_Carrie_Castle_Dogier.txt,Dr. McCollum Coming to Utah Carrie Castle Dogier,NA,Article,11,1924,April,82.09
9,Advertisements for Clothing,0.8125934176974643,1658,April_Vol17_15d_Guide_Lessons_Guide_Lessons_For_June_-_Lesson_6_Social_Service.txt,Lessons Guide Lessons For June - Lesson 6 Social Service,NA,Guide,17,1930,April,81.26
9,Advertisements for Clothing,0.8097954981841609,4689,November_Vol9_10_Article_Utah_Public_Health_Conference.txt,Utah Public Health Conference,NA,Article,9,1922,November,80.98
9,Advertisements for Clothing,0.7864407413036147,4133,October_Vol6_04b_Notes_from_Field_Relief_Society_School_of_Obstetrics_and_Nursing_1919-1920.txt,from Field Relief Society School of Obstetrics and Nursing 1919-1920,NA,Notes from Field,6,1919,October,78.64
9,Advertisements for Clothing,0.7813173997104221,275,November_Vol10_09_Article_Nurse_Aids'_Class.txt,Nurse Aids' Class,NA,Article,10,1923,November,78.13
9,Advertisements for Clothing,0.7417114331230662,4494,October_Vol8_01_Frontispiece_Relief_Society_Nurse_Class_Frontispiece.txt,Relief Society Nurse Class Frontispiece,NA,Frontispiece,8,1921,October,74.17
9,Advertisements for Clothing,0.7397652662938893,1776,June_Vol17_11_Article_Salt_Lake_Visiting_Nurse_Association.txt,Salt Lake Visiting Nurse Association,NA,Article,17,1930,June,73.98
9,Advertisements for Clothing,0.7238393564824945,1442,August_Vol16_12_Article_Withdrawal_Announcement.txt,Withdrawal Announcement,NA,Article,16,1929,August,72.38
9,Advertisements for Clothing,0.7164672849418147,4606,January_Vol9_11_Article_Vocational_Guidance_Dr._John_T._Miller.txt,Vocational Guidance Dr. John T. Miller,Dr. John T. Miller,Article,9,1922,January,71.65
9,Advertisements for Clothing,0.7155663874755084,4515,September_Vol8_05_Article_Church_Support_of_Education_John_A._Widtsoe.txt,Church Support of Education John A. Widtsoe,John A. Widtsoe,Article,8,1921,September,71.56
9,Advertisements for Clothing,0.7088460708716621,490,May_Vol11_15_Article_Teachers'_Topic_for_July.txt,Teachers' Topic for July,NA,Article,11,1924,May,70.88
9,Advertisements for Clothing,0.7085361271317621,279,"November_Vol10_13_Article_Something_to_Think_About_Heber_J._Sears,_M._D.txt","Something to Think About Heber J. Sears, M. D.","J. Sears, M. D.",Article,10,1923,November,70.85
9,Advertisements for Clothing,0.7065296717663642,4496,October_Vol8_03_Article_Graduation_Exercises_Relief_Society_Nurse_Class_Amy_Brown_Ly.txt,Graduation Exercises Relief Society Nurse Class Amy Brown Ly,Amy Brown Lyman,Article,8,1921,October,70.65
9,Advertisements for Clothing,0.6989050351869459,641,July_Vol12_12b_Article_The_Relief_Society_Social_Service_Institute.txt,The Relief Society Social Service Institute,Cora Kasius,Article,12,1925,July,69.89
9,Advertisements for Clothing,0.6965547771247519,3187,May_Vol21_20_Editorial_New_Plan.txt,New Plan,NA,Editorial,21,1934,May,69.66
9,Advertisements for Clothing,0.6865972658105005,138,August_Vol10_03_Article_Eliza_Roxey_Snow_Memorial.txt,Eliza Roxey Snow Memorial,NA,Article,10,1923,August,68.66
9,Advertisements for Clothing,0.6853582126416339,1121,November_Vol14_05c_Article_Genevieve_Thornton.txt,Genevieve Thornton,NA,Article,14,1927,November,68.54
9,Advertisements for Clothing,0.6833130261360727,2724,January_Vol20_09_Article_The_Childrens_Bureau_its_Purpose_and_Workings_Anna_Laura_Stohl_Cannon.txt,The Childrens Bureau its Purpose and Workings Anna Laura Stohl Cannon,NA,Article,20,1933,January,68.33
10,Motherhood & Child-Rearing,0.9891628198006436,1027,February_Vol14_13d_Guide_Lessons_Lesson_IV_-_Social_Service_-_Emotional_Problems_of_Childhood.txt,Lessons Lesson IV - Social Service - Emotional Problems of Childhood,NA,Guide,14,1927,February,98.92
10,Motherhood & Child-Rearing,0.9798318943062639,4718,October_Vol9_17b_Guide_Lessons_LESSON_II_-_Work_and_Business.txt,LESSON II - Work and Business,NA,Guide,9,1922,October,97.98
10,Motherhood & Child-Rearing,0.9753505035162594,1045,January_Vol14_18d_Guide_Lessons_Guide_Lessons_for_March_-_Lesson_IV_Social_Service.txt,Lessons Guide Lessons for March - Lesson IV Social Service,NA,Guide,14,1927,January,97.54
10,Motherhood & Child-Rearing,0.9650194846787794,1820,May_Vol17_12b_Article_Thoms_Everyday_Problems_of_the_Everyday_Child.txt,Thoms Everyday Problems of the Everyday Child,Child Laig V. Hales,Article,17,1930,May,96.5
10,Motherhood & Child-Rearing,0.9623356528632038,3246,October_Vol21_19_Article_Are_You_Cox.txt,Are You Cox,Jean Cox,Article,21,1934,October,96.23
10,Motherhood & Child-Rearing,0.948102603391093,4630,July_Vol9_12d_Guide_Lessons_Guide_Lessons_for_September_-_Lesson_VII_Social_Service_-_Mo.txt,Guide Lessons for September - Lesson VII Social Service - Mo,NA,Guide,9,1922,July,94.81
10,Motherhood & Child-Rearing,0.9467115785731238,4736,September_Vol9_14d_Guide_Lessons_LESSON_IV_-_Social_Service_-_THE_PROBLEM_OF_DISCIPLINE_IN_EA.txt,LESSON IV - Social Service - THE PROBLEM OF DISCIPLINE IN EA,NA,Guide,9,1922,September,94.67
10,Motherhood & Child-Rearing,0.9440714687479531,1149,October_Vol14_14d_Guide_Lessons_Lesson_IV_-_Social_Service_-_Challenge_of_Childhood_Conclusi.txt,Lesson IV - Social Service - Challenge of Childhood (Conclusion),NA,Guide,14,1927,October,94.41
10,Motherhood & Child-Rearing,0.9325822554971173,1800,March_Vol17_No3_14_Article_Self-Reliance_Lais_V._Hales.txt,Self-Reliance Lais V. Hales,Lais V. Hales,Article,17,1930,March,93.26
10,Motherhood & Child-Rearing,0.9283085596003222,1008,December_Vol14_13d_Guide_Lessons_Social_Service_-_The_Child-Study_Course.txt,Lessons Social Service - The Child-Study Course,NA,Guide,14,1927,December,92.83
10,Motherhood & Child-Rearing,0.9279402891507375,2133,October_Vol18_18g_Article_Habit_Formation_in_Later_Childhood_and_Youth.txt,Habit Formation in Later Childhood and Youth,Milton Bennion,Article,18,1931,October,92.79
10,Motherhood & Child-Rearing,0.9194131265985586,1656,April_Vol17_15b_Guide_Lessons_Guide_Lessons_For_June_-_Lesson_2_Work_and_Business.txt,Lessons Guide Lessons For June - Lesson 2 Work and Business,NA,Guide,17,1930,April,91.94
10,Motherhood & Child-Rearing,0.9187623374069107,3065,January_Vol21_25_Article_Social_Service.txt,Social Service,NA,Article,21,1934,January,91.88
10,Motherhood & Child-Rearing,0.9161536279454032,125,April_Vol10_10_Article_The_Thirteen_Mistakes_in_Life.txt,The Thirteen Mistakes in Life,NA,Article,10,1923,April,91.62
10,Motherhood & Child-Rearing,0.9152137253462223,808,December_Vol13_10d_Guide_Lessons_Martha.txt,Lessons Martha,NA,Guide,13,1926,December,91.52
10,Motherhood & Child-Rearing,0.9151429228227811,3036,February_Vol21_23_Guide_Lessons_Lesson_Department.txt,Lesson Department,NA,Guide,21,1934,February,91.51
10,Motherhood & Child-Rearing,0.9138482056362393,2688,December_Vol20_17d_Lesson_Social_Service_-_AffectionSex_and_Emotional_Maturity.txt,Social Service - AffectionSex and Emotional Maturity,NA,Lesson,20,1933,December,91.38
10,Motherhood & Child-Rearing,0.9066068657852585,625,January_Vol12_15d_Guide_Lessons_Lesson_IV_-_Social_Service_-_The_Unstable_Family.txt,Lesson IV - Social Service - The Unstable Family,NA,Guide,12,1925,January,90.66
10,Motherhood & Child-Rearing,0.9056647000349735,934,November_Vol13_12d_Guide_Lessons_Lesson_IV_-_Social_Service_-_Emotional_Problems_of_Childhood.txt,Lessons Lesson IV - Social Service - Emotional Problems of Childhood,NA,Guide,13,1926,November,90.57
10,Motherhood & Child-Rearing,0.900017336495033,4563,August_Vol9_17d_Guide_Lessons_Guide_Lessons_for_October_-_Lesson_IV_-_Social_Service_-_The.txt,Guide Lessons for October - Lesson IV - Social Service - The,NA,Guide,9,1922,August,90
10,Motherhood & Child-Rearing,0.8786512081404783,2815,March_Vol20_22c_Lesson_Social_Service_-_Developing_Initiative_and_Self-Reliance.txt,Social Service - Developing Initiative and Self-Reliance,NA,Lesson,20,1933,March,87.87
10,Motherhood & Child-Rearing,0.8775189890823698,557,April_Vol12_10_Article_Planning_in_the_Home_Hattie_P_McGavin.txt,Planning in the Home Hattie P. McGavin,Hattie P. McGavin,Article,12,1925,April,87.75
10,Motherhood & Child-Rearing,0.8768438409612205,2384,November_Vol19_09d_Lesson_Social_Service_-_Typical_Behavior_in_Child_Growth.txt,Social Service - Typical Behavior in Child Growth,NA,Lesson,19,1932,November,87.68
10,Motherhood & Child-Rearing,0.8606495224428721,4593,February_Vol9_17d_Guide_Lessons_Guide_Lessons_for_April_-_Lesson_IV_-_Social_Service_d_d_d_a_a.txt,Guide Lessons for April - Lesson IV - Social Service,NA,Guide,9,1922,February,86.06
10,Motherhood & Child-Rearing,0.8595025118444426,794,August_Vol13_11b_Guide_Lessons_Lesson_II_-_Work_and_Business_-_Some_Parental_Obligations.txt,Lessons Lesson II - Work and Business - Some Parental Obligations,NA,Guide,13,1926,August,85.95
11,Advertisements for Goods and Services,0.989659174619037,410,January_Vol11_16_Poem_The_Dreamer_Mrs_Sarah_Ahlstrom_Nelson.txt,The Dreamer,NA,Poem,11,1924,January,98.97
11,Advertisements for Goods and Services,0.9889364378014285,2533,June_Vol2_13_Poem_Mother-Love_Maud_Baggarley.txt,Mother-Love,Maud Baggarley,Poem,2,1915,June,98.89
11,Advertisements for Goods and Services,0.9879634462146111,3329,August_Vol3_11a_Poem_The_Toilers.txt,The Toilers,Amy McClure,Poem,3,1916,August,98.8
11,Advertisements for Goods and Services,0.9878998575897733,3713,September_Vol4_03_Poetry_Reclaimed._A_Poem_Coral_J._Black.txt,Reclaimed. A Poem Coral J. Black,NA,Poem,4,1917,September,98.79
11,Advertisements for Goods and Services,0.9863912989593455,1926,December_Vol18_03_Article_Foreshadows_McKey.txt,Foreshadows McKey,NA,Article,18,1931,December,98.64
11,Advertisements for Goods and Services,0.9851930549586901,2233,February_Vol19_05_Poem_New_Day.txt,New Day,Merling Clyde,Poem,19,1932,February,98.52
11,Advertisements for Goods and Services,0.9846073755021825,576,August_Vol12_13_Poem_To_a_Woodpath_Estella_Webb_Thomas.txt,To a Woodpath,Estelle Webb Thomas,Poem,12,1925,August,98.46
11,Advertisements for Goods and Services,0.983872769743433,810,December_Vol13_12_Poem_The_Shepherd_of_the_Streets_Claire_Stewart_Boyer.txt,The Shepherd of the Streets,NA,Poem,13,1926,December,98.39
11,Advertisements for Goods and Services,0.983443278621498,1384,October_Vol15_19_Poem_An_Allegory_Merling_D_Clyde.txt,An Allegory,NA,Poem,15,1928,October,98.34
11,Advertisements for Goods and Services,0.9832801735256207,3862,June_Vol5_18_Poem_My_Guiding_Star_Lucy_Burnham.txt,My Guiding Star,NA,Poem,5,1918,June,98.33
11,Advertisements for Goods and Services,0.983235227958833,1321,May_Vol15_03b_Poem_Mother_of_an_Ace.txt,Mother of an Ace,Linda S. Fletcher,Poem,15,1928,May,98.32
11,Advertisements for Goods and Services,0.9830505990430554,1296,March_Vol15_02_Mother'sEveningSong_Mother'sEveningSong.txt,Mother'sEveningSong,NA,Article,15,1928,March,98.31
11,Advertisements for Goods and Services,0.9829163120230424,4340,September_Vol7_14_Poem_The_Needs_of_Yesterday_Bertha_A_Kleinman.txt,The Needs of Yesterday,Bertha A. Kleinman,Poem,7,1920,September,98.29
11,Advertisements for Goods and Services,0.9828360376350513,1317,March_Vol15_19_Poem_Zions_Mountains.txt,Zions Mountains,NA,Poem,15,1928,March,98.28
11,Advertisements for Goods and Services,0.9825311136846931,3731,April_Vol5_04_Poetry_Trust_Yet_a_Little_While_(A_Poem)_Maud_Baggarley.txt,Trust Yet a Little While (A Poem) Maud Baggarley,NA,Poem,5,1918,April,98.25
11,Advertisements for Goods and Services,0.9809321243293518,3866,March_Vol5_03_Poetry_Dreamland_(Poem)_Laura_Moench_Jenkins.txt,Dreamland (Poem) Laura Moench Jenkins,NA,Poem,5,1918,March,98.09
11,Advertisements for Goods and Services,0.9801906462791317,1842,November_Vol17_14e_Poem_Gifts.txt,Gifts,NA,Poem,17,1930,November,98.02
11,Advertisements for Goods and Services,0.9801667963257193,1571,May_Vol16_15_Poem_Absent_Camilla_Woodbury_Judd.txt,Absent Camilla Woodbury Judd,Camilla Woodbury Judd,Poem,16,1929,May,98.02
11,Advertisements for Goods and Services,0.9795725355587355,225,June_Vol10_03_Poem_Aloha_Garlands_Minnie_Iverson_Hoddapp.txt,Aloha Garlands Minnie Iverson Hoddapp,NA,Article,10,1923,June,97.96
11,Advertisements for Goods and Services,0.9789969547134556,954,September_Vol13_02a_Poem_At_Cedar_Breaks.txt,At Cedar Breaks,NA,Poem,13,1926,September,97.9
11,Advertisements for Goods and Services,0.9789899483850046,3752,August_Vol5_04_Poetry_Little_Blue_Flowers_(Poem)_Maud_Baggarley.txt,Little Blue Flowers (Poem) Maud Baggarley,NA,Poem,5,1918,August,97.9
11,Advertisements for Goods and Services,0.978880718244855,4190,April_Vol7_12a_Poem_Song.txt,Song,NA,Poem,7,1920,April,97.89
11,Advertisements for Goods and Services,0.977977202388303,2324,June_Vol19_27_Poem_The_Joshua_Tree.txt,The Joshua Tree,NA,Poem,19,1932,June,97.8
11,Advertisements for Goods and Services,0.977601715901665,2572,May_Vol2_13_Poem_Mother_Love_Martha_Burton_Cooley.txt,Mother Love,NA,Poem,2,1915,May,97.76
11,Advertisements for Goods and Services,0.9772621195791603,1846,October_Vol17_02_Article_Autumn_Poem_Josephine_Spencer.txt,Autumn Poem Josephine Spencer,Josephine Spencer,Article,17,1930,October,97.73
12,Editorials on Scenic Nature,0.9916530092652113,2834,May_Vol20_14_Article_And_They_Called_it_Mothers_Day_Irene_McCullough.txt,And They Called it Mothers Day Irene McCullough,NA,Article,20,1933,May,99.17
12,Editorials on Scenic Nature,0.9792592326074039,3117,June_Vol21_19_Article_Be_it_Ever_so_Allredge.txt,Be it Ever so Allredge,NA,Article,21,1934,June,97.93
12,Editorials on Scenic Nature,0.9717466393122733,662,June_Vol12_17_Article_Resting_Time_for_Mother_Mary_H_Woolsey.txt,Resting Time for Mother Mary H. Woolsey,Mary H. Woolsey,Article,12,1925,June,97.17
12,Editorials on Scenic Nature,0.9611863673792367,2070,May_Vol18_12_Article_Mothers_Day_Alldredge.txt,Mothers Day Alldredge,NA,Article,18,1931,May,96.12
12,Editorials on Scenic Nature,0.9539915169827462,3795,February_Vol5_06a_Article_Mothers_Valentine_a_a_a.txt,Mothers Valentine,Amy M. Rice,Article,5,1918,February,95.4
12,Editorials on Scenic Nature,0.9507081971926562,2178,August_Vol19_04_Article_Ginger_Sibyl_Spande_Bowen.txt,Ginger Sibyl Spande Bowen,NA,Article,19,1932,August,95.07
12,Editorials on Scenic Nature,0.9490911671213073,2649,August_Vol20_11_Article_The_Little_Lad_Ida_Powell_Brown.txt,The Little Lad Ida Powell Brown,NA,Article,20,1933,August,94.91
12,Editorials on Scenic Nature,0.9472122244126887,3080,July_Vol21_11_Article_My_Best_Timbimboo.txt,My Best Timbimboo,NA,Article,21,1934,July,94.72
12,Editorials on Scenic Nature,0.9467485175757279,3046,January_Vol21_02_Article_New_Year_Thomas.txt,New Year Thomas,Estelle Webb Thomas,Article,21,1934,January,94.67
12,Editorials on Scenic Nature,0.9461787747431084,2051,March_Vol18_13c_Editorial_Editorial_-_Our_Mother_Tongue.txt,Editorial - Our Mother Tongue,NA,Editorial,18,1931,March,94.62
12,Editorials on Scenic Nature,0.9437102505645351,750,September_Vol12_11_Article_Molly_Crossman_Breaks_a_Tradition_of_Byfield_Elsie_C_Carrol.txt,Molly Crossman Breaks a Tradition of Byfield Elsie C. Carrol,Elsie C. Carroll,Article,12,1925,September,94.37
