volume,month,filename,issue_type,file_size,tail_text
38,May,V38_05_16_Art_Floral_Arrangement_Allen.txt,END_CUT,7168,earth he planteth his name in tender flowers.—Richter For the
38,May,V38_05_18_Fict_You_Can_Learn_Kelly.txt,END_CUT,10189,"dren into the world, but to earn the name of mother, the true"
38,May,V38_05_23_Art_Start_With_Yoursel_Miner.txt,END_CUT,5468,"d _.20 That Wonderful Mother of Mine—Goodwin 15 Those Songs"
38,May,V38_05_25_Poem_Blossoming_Harwood.txt,END_CUT,320,auty That will remain. She Road Ys Marked Grace Barker Wilson
38,May,V38_05_26_Poem_The_Road_Is_Wilson.txt,END_CUT,268,nd an alluring curve As it drops from sight Over the hill. My
38,June,V38_06_02_Art_President_David_O._Richards.txt,END_CUT,6948,"t of the Most High God, lover of mankind—my friend. President"
38,June,V38_06_04_Poem_Charmer_Powell.txt,END_CUT,5138,e world is moaning in tnbulation. I do not know the cure. The
38,June,V38_06_05_Poem_Question_Burk.txt,END_CUT,8588, and get back into the presence of our Heavenly Father. 2 «Pe
38,June,V38_06_10_Poem_Eliza_R._Snow.txt,END_CUT,64,iza R. Snow Poem Contest]  Eliza R. Snow Poem Contest and the
38,June,V38_06_11_Art_Relief_Society_Sho.txt,END_CUT,7231,"Story Contest, 40 North Main, Salt Lake City 1, Utah. O-<P-e"
38,June,V38_06_15_Art_Lets_Write_a_Bailey.txt,END_CUT,8760,"B owen, of the Council of the Twelve, died April 30, 1951, in"
38,June,V38_06_21_Art_Nursing_A_Lifetime_Mellor.txt,END_CUT,3405,"uilding, 158 East 2nd South, Salt Lake City, Utah.  For the"
38,June,V38_06_28_Art_Notes_From_the.txt,END_CUT,8557,lief Society. ——- -- J Love My Little Kitchen Lydia B. Egbert
38,July,V38_07_02_Fict_A_Vacation_for_Young.txt,END_CUT,9721,"get a bus to Westville?"" she asked the agent eagerly. _>- She"
38,July,V38_07_03_Poem_The_Gardener_by.txt,END_CUT,860,"tting sun— While he, with simple faith, communes with God. On"
38,July,V38_07_11_Art_New_Ways_With_Hansen.txt,END_CUT,4935,"sp. Grated onion individual meat cakes 1 tbsp. Diced celery"
38,July,V38_07_12_Art_An_Inexpensive_Out_Martin.txt,END_CUT,3279,"-operate in providing an outfit for the new baby. ""  For the"
38,July,V38_07_13_Fict_For_the_Strength_Harmer.txt,END_CUT,20897,"ling into a low, ragged outline against the blue sky. Ti tied"
38,July,V38_07_14_Art_Graham_Crackers_fo_Mills.txt,END_CUT,1086,"eaders of the Magazine. Elder Leland H. Monson, author of the"
38,July,V38_07_16_Art_Origin_and_Analysi_Monson.txt,END_CUT,16385,"ROOK of Mormon Gems of Truth"" is the title of a new series of"
38,July,V38_07_18_Art_And_Behold_I_Jacobs.txt,END_CUT,15227,"nanced him in his desire to bepoetry, and essay. Goldsmith wr"
38,July,V38_07_25_Poem_Light_and_Shadows.txt,END_CUT,719,"ay courage urged me on And lent a guiding hand. So, for these"
38,July,V38_07_26_Poem_First_Steps_by.txt,END_CUT,157,"re your bright red slippers, And I walked alone today. On Old"
38,August,V38_08_01_Poem_August_Smith.txt,END_CUT,857,"ard Linton MATILIJA POPPIES San Gabriel Mountains, California"
38,August,V38_08_05_Art_Sixty_Years_Ago.txt,END_CUT,1425,"erfume from fragrant flowers, Or the melody of some long-lost"
38,August,V38_08_06_Poem_Song_Romolo.txt,END_CUT,8675,"Utah, Phone 3-2741; Subscriptions 246; Editorial Dept. 245. S"
38,August,V38_08_09_Poem_Deep_in_This_Larsen.txt,END_CUT,12060,"helper, that due to her numerous cuts and lack of interest in"
38,August,V38_08_12_Art_Boxes_For_Beauty_Luce.txt,END_CUT,4948,h those cut on the straight of the material. A second ly 3 SS
38,August,V38_08_16_Art_Salad_Days_Mills.txt,END_CUT,6005,"salt and place a heavy weight over the cucumbers, leaving the"
38,August,V38_08_18_Art_Visiting_Teacher_M_Jacobs.txt,END_CUT,2063,"or the skit; Zelda D. Howard, who read her poem ""The Power of"
38,August,V38_08_19_Art_Notes_From_the.txt,END_CUT,1821,"or the skit; Zelda D. Howard, who read her poem ""The Power of"
38,August,V38_08_20_Poem_Prayer_Gustafso.txt,END_CUT,21155,F MENDING (A Course for Optional Use by Wards and Branches at
38,August,V38_08_21_Art_Work_Meeting_Sewin_Jennings.txt,END_CUT,3789," fabTic., For illustrations of patches, see text, page 215. O"
38,September,V38_09_01_Poem_Desert_Balm_Fronti_Ekman.txt,END_CUT,820,ng Photograph by Josef Muench Cover Design by Evan Jensen The
38,September,V38_09_06_Art_Notes_to_the.txt,END_CUT,22682,"j>k •-// 23 24 GENERAL OFFICERS 2,002 2,091 STAKE OFFICERS"
38,September,V38_09_07_Art_Visiting_Teacher_M_Jacobs.txt,END_CUT,112,"f Christ"" by Leone O. Jacobs]  visiting teachers.  Hal Rumel"
38,September,V38_09_09_Fict_Through_This_Door_Stewart.txt,END_CUT,15750,"an's timeless song. There are words I will remember, Echoing"
38,September,V38_09_11_Art_Annual_Report_1950.txt,END_CUT,12605,RD. Ue WORKED ON SEWED SEWED FOR CHURCH WELFARE PROJECTS EXAT
38,September,V38_09_14_Art_How_to_Make_Ricks.txt,END_CUT,18235,as among homemakers many more may be added. ol iterature— The
38,September,V38_09_15_Art_Literature_Two_Oth_Jacobs.txt,END_CUT,18365,"le butter, browned flour, and cream. Serves about 8. 4 @ a q"
38,September,V38_09_16_Poem_Healing_Gabbott.txt,END_CUT,8063,"le butter, browned flour, and cream. Serves about 8. 4 @ a q"
38,October,V38_10_01_Poem_Autumn_Sadleir.txt,END_CUT,3856,eed when he despairs. M any times he would be seen briefly in
38,October,V38_10_03_Art_Gifts_From_the.txt,END_CUT,1185,"ed in white, black, and red costumes, ornately patterned. The"
38,October,V38_10_05_Fict_Every_Step_of_Burt.txt,END_CUT,6809,"t the thermos bottle in the door pocket. Then she opened the"
38,October,V38_10_13_Art_Editorial_The_Sabb_Sharp.txt,END_CUT,2644, birthday in October— Turning the leaves of memory one by one
38,October,V38_10_17_Art_How_to_Make_Boyer.txt,END_CUT,1653,"song he was singing Summer is leaving, And wedges of mallards"
38,October,V38_10_24_Art_Work_Meeting_Sewin_Jennings.txt,END_CUT,21656,by overhanding through the blanket stitches. of iterature—The
38,October,V38_10_25_Art_Literature_Robert_Jacobs.txt,END_CUT,25375,Church of England itself. — INlo nument Mabel Law Atkinson No
38,October,V38_10_26_Poem_Monument_Atkinson.txt,END_CUT,4531,"Company, 21 East First South. << i rles Evelyn Wooster Viner"
38,November,V38_11_01_Art_If_You_Live_Spafford.txt,END_CUT,8413,rth must fade For quiet jewels of peace are night-inlaid. The
38,November,V38_11_10_Art_Add_Sparkle_and_Wilkinso.txt,END_CUT,1631,ndance to bless your friends and your enemies. —Brigham Young
38,November,V38_11_12_Art_A_Faith-Promoting_Warburto.txt,END_CUT,4974,d_ bear testimony to the truth of the everlasting gospel. O_o
38,November,V38_11_14_Art_Notes_to_the.txt,END_CUT,19545,r MENDING (A Course for Optional Use by Wards and Branches at
38,November,V38_11_15_Art_Work_Meeting_Mendi_Jennings.txt,END_CUT,4038,"n up and down motion, not a sliding motion. of iterature— The"
38,November,V38_11_17_Art_Music_Music_Apprec_Madsen.txt,END_CUT,4176,"e for all ages. Let us grow old splendidly. 1 1 Count (flood"
38,November,V38_11_18_Art_Grow_Old_Splendidl_Viner.txt,END_CUT,80,y by Evelyn Wooster Viner]  grow old splendidly. > Mount Hood
38,December,V38_12_01_Poem_Song_for_Midnight_Roberts.txt,END_CUT,1436,en L Richards Of the First Presidency & [Address Delivered at
38,December,V38_12_02_Art_The_Annual_General_Pickerin.txt,END_CUT,2439,the circumstances so impressively given to us here today. THE
38,December,V38_12_03_Art_The_Responsibility_Richards.txt,END_CUT,12942,"er chil- import and great significance to dren, and made them"
38,December,V38_12_07_Art_Relief_Society_and_Romney.txt,END_CUT,16360,e who tossed a coin to the beggar. We must come to learn that
38,December,V38_12_10_Art_Notes_to_the.txt,END_CUT,291,"dget assignments were greatly reduced, the number of hours of"
38,December,V38_12_16_Art_Recipes_for_Christ_Smith.txt,END_CUT,8396,"p. Lemon juice dash of nutmeg 2 tbsp. Butter.. Dash of salt"
38,December,V38_12_21_Poem_December_Has_Her_Gabbott.txt,END_CUT,587,"ns the cool, clean look it wears When summer showers pass; Hl"
38,December,V38_12_23_Art_Theology_Coriantum_Monson.txt,END_CUT,15439,hirts can be found on page 217 of the text. Of iterature— The
38,December,V38_12_26_Poem_Winter_Witchery_Norton.txt,END_CUT,283,ng to my spirit the peace of a hymn. IT luséc—Fundamentals of
39,March,V39_03_01_Poem_The_Women_of_Coles.txt,END_CUT,796,"esign by Evan Jensen Josef Muench UTAH LAKE, NEAR PROVO, UTAH"
39,March,V39_03_05_Art_A_Family_Is_Hansen.txt,END_CUT,11964,ird's wing— Today is a gift— You are right! From Spring. Lets
39,March,V39_03_07_Art_The_Spirit_of_Lyman.txt,END_CUT,7499,"e?"" Miss Nora asked again. ""A football."" Now Timothy was ""THE"
39,March,V39_03_09_Art_Relief_Society_and_Aki.txt,END_CUT,3888, ) May the Lord bless you all. This I ask in Jesus' name. She
39,March,V39_03_15_Art_Editorial_A_Messag_Spafford.txt,END_CUT,3804,ong the sisters is recalled with gratitude. Y¥ © &* & All Her
39,March,V39_03_18_Art_Notes_to_the.txt,END_CUT,4777,k Mae A. Evans LaVell King' Naomi May Chandler Della W. Alder
39,March,V39_03_21_Poem_Command_by_Matia.txt,END_CUT,184,oat The glorious song of desert spring May pour. Josef Muench
39,March,V39_03_22_Poem_Sound_by_Gene.txt,END_CUT,705,uch Eva Willes Wangsgaard CVAJHERE did you get that hat? It's
39,March,V39_03_23_Art_The_Crowning_Touch_Wangsgaa.txt,END_CUT,2800," hair on the left side, the pinning may be reversed. 2-2 Old"
39,March,V39_03_25_Poem_Valley_Harbor_by.txt,END_CUT,87,"ne J. Harvey,]  Valley Harbor Josephine J. Harvey Up from the"
39,March,V39_03_33_Poem_Faded_Memory_by.txt,END_CUT,275,leased a faded memory and tossed its breath to me. Page 20] A
39,April,V39_04_02_Art_Elder_Joseph_F._Benson.txt,END_CUT,2192,he never temporized. 'This love for learning took him to four
39,April,V39_04_11_Art_Your_Flower_Garden_Newbold.txt,END_CUT,14171,nds of November drive even the hardiest gardener indoors. She
39,April,V39_04_16_Fict_Uncertain_Possessi_Parsons.txt,END_CUT,8618,"att, be sensible! Of course the (Continued on page 275) A Tew"
39,May,V39_05_01_Art_A_Tribute_to_Madsen.txt,END_CUT,140,"obst Young PRING had come to Indian Bend, and on that Sabbath"
39,May,V39_05_04_Art_Lily_Pool_Rock_Luce.txt,END_CUT,4392,"TER LILY (NYMPHAEA), RISES ABOVE ITS BROAD AND SHINING LEAVES"
39,May,V39_05_06_Poem_Forever_Lukei.txt,END_CUT,4683,ragrance and sweetness that comes to perfection in Maytime. I
39,May,V39_05_09_Art_Womans_Sphere_Cannon.txt,END_CUT,1157," her family, down to the seven great-great grandchildren.  CQ"
39,May,V39_05_14_Art_Things_My_Mother_Young.txt,END_CUT,3893,"d close in memory, as she, my mother, gave to me. YY FY Be Ga"
39,May,V39_05_16_Art_A_Needle_and_Smith.txt,END_CUT,976,she can spend on her favorite hobby—quiltmaking. MARTHA JONES
39,May,V39_05_17_Art_Every_Night_at_Burk.txt,END_CUT,7137,""" ""Yes,"" we all answer in a chorus, ""you just woke us up!"" os"
39,May,V39_05_18_Poem_Recipe_for_America_Bailey.txt,END_CUT,1010," ten. ONS: ASPEN TREES IN THE WASATCH MOUNTAINS, UTAH + %r OF"
39,May,V39_05_23_Poem_Re-Entrance_of_Spr_Atkinson.txt,END_CUT,3646,nter darkness. (To be concluded) Rindness 'Mabel Law Atkinson
39,June,V39_06_01_Poem_At_the_Final_Larsen.txt,END_CUT,466,"spiece Photograph: Grove on Mount Timpanogos, Utah; Hal Rumel"
39,June,V39_06_03_Art_Here_Am_I_Wirthlin.txt,END_CUT,12893,"he call to the office of Presiding Bishop, there will come to"
39,June,V39_06_06_Poem_Eliza_R._Snow.txt,END_CUT,64,iza R. Snow Poem Contest]  Eliza R. Snow Poem Contest and the
39,June,V39_06_07_Art_Relief_Society_Sho.txt,END_CUT,6831,"ort Story Contest, 40 North Main, Salt Lake City 1, Utah. ST"
39,June,V39_06_12_Art_Sixty_Years_Ago.txt,END_CUT,4390,o the tens of thousands of Latter-day Saints who crowded into
39,June,V39_06_21_Art_Notes_From_the.txt,END_CUT,9953," of Truth Preview of Lessons for 1952-53 Leone O. Jacobs 'HE"
39,June,V39_06_24_Poem_Alchemy_Miner.txt,END_CUT,5741,"s of the Magazine. She is Mrs. Rhea H. Gardner, author of the"
39,June,V39_06_27_Poem_The_Quiet_Night_Harvey.txt,END_CUT,999,"ering, China silk Caught upon each leafing bough; Here... The"
39,July,V39_07_01_Poem_Westward_in_This_Roberts.txt,END_CUT,10940,"ere are factors, such as vision to the rise and fall of civil"
39,July,V39_07_03_Art_What_Might_Have_Powers.txt,END_CUT,2087, of heaven Our final going is a natural oo or ~ Oa ope EGA ay
39,July,V39_07_04_Art_Canadian_Rockies_C_Noall.txt,END_CUT,11412,the waves glinting with the same (Continued on page 495) ~~ A
39,July,V39_07_05_Fict_A_Time_to_Tarlock.txt,END_CUT,3671,"in her life. Whatever life she lived would be lived with his"
39,July,V39_07_10_Fict_A_Message_in_Porter.txt,END_CUT,159,ws walked_briskly the three blocks to meet her Relief Society
39,July,V39_07_13_Art_Adventure_in_Glass_Christen.txt,END_CUT,10864,"ght, And I who stand as rooted to this land As any tree, know"
39,July,V39_07_14_Poem_Sudden_Flight_Lukei.txt,END_CUT,516,as done it—teaching abstinence will help. —From The Clipsheet
39,July,V39_07_15_Fict_Uncertain_Possessi_Parsons.txt,END_CUT,17327,"cksmith, much-needed tools, the carpenter, the mason, and BY"
39,July,V39_07_18_Art_Social_Science_The_Bennett.txt,END_CUT,6358,Burner is president of Humboldt Stake Relief Society. Y v Y S
39,July,V39_07_19_Poem_Rosepetal_Carpet_Gabbott.txt,END_CUT,16246,gement (A Course Recommended for Use by Wards and Branches at
39,July,V39_07_20_Art_Work_MeetingHome_M_Gardner.txt,END_CUT,35640,"ting wistfulness That clings unseen about the motherless, She"
39,August,V39_08_11_Art_How_to_Renew_Black.txt,END_CUT,2640," through a damp cloth.  Photograph, Courtesy Myrtle Janson A"
39,August,V39_08_12_Art_A_Paint-Brush_Hobb.txt,END_CUT,1197,ary. She has studied the pipe organ and has been organist and
39,August,V39_08_13_Art_Social_Science_The_Bennett.txt,END_CUT,581,"he world is full of opportunities for anyone at any age!""'  A"
39,August,V39_08_14_Fict_A_Time_to_Tarlock.txt,END_CUT,15763,"n pickup. Luis rode with him. HE tall, sun-tanned man wasted"
39,August,V39_08_16_Art_Children_Can_Cook_Payne.txt,END_CUT,2389,d you will soon discover that your children can cook. Es iG S
39,August,V39_08_21_Art_Notes_From_the.txt,END_CUT,4045," age ninety-three, who served from 1908 to 1930. She became a"
39,August,V39_08_23_Poem_Nocturne_Harwood.txt,END_CUT,14606,gement (A Course Recommended for Use by Wards and Branches at
39,August,V39_08_24_Art_Work_Meeting_The_Gardner.txt,END_CUT,4200,nd lush-ripe loveliness the vineyard yields. of iterature—The
39,August,V39_08_25_Art_Literature_Colerid_Jacobs.txt,END_CUT,29751,"ALL — RELIASAITV ahha 1 MAIN STREET SALT Ms city 3, had ic Co"
39,September,V39_09_01_Art_Decisions_and_Free_Romney.txt,END_CUT,5255,"e, taught that the purpose of mortality was to provide men an"
39,September,V39_09_06_Art_Your_Child_Is_Luce.txt,END_CUT,4684,"ious, shining words. ~~ a Bo Sure to Vote on Vovervber 4th! I"
39,September,V39_09_11_Art_Adventure_in_Glass_Christen.txt,END_CUT,10760,the isolated pieces owned by lovers of beautiful glass. Jo My
39,September,V39_09_16_Art_Work_MeetingHome_M_Gardner.txt,END_CUT,12765,es should be kept and handed down from one generation to anot
39,September,V39_09_17_Art_Annual_Report_1951.txt,END_CUT,36433,"e Relief Society Magazine, February 1948, page 101. Eee slihe"
39,October,V39_10_10_Art_Adventure_in_Glass_Christen.txt,END_CUT,9825,"ied the true function of glass, which is to transmit light. A"
39,October,V39_10_15_Poem_Late_Harvest_Ekman.txt,END_CUT,12728,"amber leaf Frosted daintily. o/ Vi/outd Sing Mary Gustafson"
39,October,V39_10_17_Poem_Design_for_Leaves_Thayne.txt,END_CUT,575,"asted, amber leaf Frosted dainty. J Would Sing Mary Gustafson"
39,October,V39_10_19_Art_Aunt_Emma_Webb.txt,END_CUT,1141,"nity as an outstanding example of ""growing old gracefully."" a"
39,October,V39_10_23_Art_Notes_From_the.txt,END_CUT,3529,"ted by Geneva Garfield FARR WEST STAKE (UTAH), FARR WEST WARD"
39,October,V39_10_26_Poem_Intervenings_Jennings.txt,END_CUT,427,"s of autumn, Yellow and gold; A gypsy's shawl. SL iertire— he"
39,November,V39_11_02_Poem_A_Story_in_Sayre.txt,END_CUT,177,s call And the bright field—a wonderland Of sparkling air—the
39,November,V39_11_04_Art_As_for_Me_Spafford.txt,END_CUT,691," what I say may bear out, at least in some small measure, the"
39,November,V39_11_05_Poem_Purpose_Lyman.txt,END_CUT,1534," must love him, for it is not given to men to serve whom they"
39,November,V39_11_07_Art_Joy_Here_and_Sharp.txt,END_CUT,13492,"o give to his bishop, on fast day, the food that he or his fa"
39,November,V39_11_08_Poem_Heart_at_Rest_Ekman.txt,END_CUT,10476,et find time or take time to ease the burden of others and to
39,November,V39_11_10_Art_Report_and_Officia_Spafford.txt,END_CUT,5037,e subscription price can be maintained at the present rate of
39,November,V39_11_16_Poem_Open_Your_Window_Richards.txt,END_CUT,494,The cycle of the years Remains the same. | With my heart. She
39,November,V39_11_19_Art_Adventure_in_Glass_Christen.txt,END_CUT,29744," Anchovies, either flat or rolled Or, before filling is put"
39,November,V39_11_20_Fict_A_Time_to_Tarlock.txt,END_CUT,30037,"ce class leader. The Secretary-Treasurer, Jane Miller, also t"
39,November,V39_11_25_Poem_If_You_Should_Wilson.txt,END_CUT,226," lost, And wipe away my tears, and see your smile. Ly * ¥ * A"
39,November,V39_11_26_Art_A_Parent_Is_Miner.txt,END_CUT,15498,gement (A Course Recommended for Use by Wards and Branches at
39,November,V39_11_27_Art_Work_Meeting_Order_Gardner.txt,END_CUT,6927,e relationship of disorder to irritability. ud ath rate = The
39,November,V39_11_29_Poem_Memorable_Schow.txt,END_CUT,14840,"ent that ""Wickedness never was happiness"" (Alma 41:10). *® ba"
39,December,V39_12_01_Poem_They_Looked_for_Hill.txt,END_CUT,678,"three weary Magi, The humble-minded and the truly wise— Noted"
39,December,V39_12_02_Poem_The_Star_Romolo.txt,END_CUT,434,"a Child, from a painting by Carl Bloch, Camera Clix, New York"
39,December,V39_12_03_Art_Home_and_the.txt,END_CUT,151,"ome Life President J. Reuben Clark, Jr. [Address Delivered at"
39,December,V39_12_04_Art_The_Annual_General_Pickerin.txt,END_CUT,179," October 2, 1952] Y brethren, you. Do not count for much here"
39,December,V39_12_05_Poem_Today_Atkinson.txt,END_CUT,19193,"onal program was continued—visiting teaching, literature, and"
39,December,V39_12_14_Art_Womans_Sphere_Cannon.txt,END_CUT,5763," the myrrh, and even the gold have been lost, but not so with"
39,December,V39_12_15_Art_The_Wise_Men_Isaacson.txt,END_CUT,924," or shaved ""' pound butter 72 pound walnuts, ground or rolled"
39,December,V39_12_22_Fict_The_Fabric_of_Enos.txt,END_CUT,1440,r a year. I had been saving my money since the past June. The
39,December,V39_12_23_Poem_First_Snow_Ekman.txt,END_CUT,5632,bow around each neck and put them in a box of clean hay under
39,December,V39_12_27_Fict_A_Time_to_Tarlock.txt,END_CUT,5560,"ally crimson now. ""T wish 'I didn't have to say it."" His deep"
39,December,V39_12_28_Poem_Blue_Leitner.txt,END_CUT,10888,assed over the older woman's face. (To be continued ) Jeff ro
39,December,V39_12_29_Poem_Pageant_of_Night_Miles.txt,END_CUT,17557,gement (A Course Recommended for Use by Wards and Branches at
39,December,V39_12_30_Art_Work_Meeting_House_Gardner.txt,END_CUT,5971,n be obtained from _ other state extension services. rege aie
39,December,V39_12_31_Art_Literature_John_Ke_Jacobs.txt,END_CUT,26496,", over the mountain, Covered with late-fallen snow, Crept the"
39,December,V39_12_33_Art_Not_Wholly_Yoursel_Richards.txt,END_CUT,2276,"sic Co. 74 South Main Ogden Salt Lake City Provo JE EOE I oe"
