"volume","month","filename","classification","article_end_chars","input_continuation"
37,"June","V37_06_07_Poem_A_Gray_Hawk_Jones.txt","COMPLETE_NEXT_ART","s imaginings To find a greater desert in your hand","The Short Story With a Plot Ramona W. Cannon* AY a ""story"" be classed as a story if it has no plot, in the generally accepted sense of the term? Some"
37,"June","V37_06_10_Fict_Hall_of_Fulfillmen_Tarlock.txt","NEEDS_PDF_QC","neck and ears. Care- (Continued on page 429) Saas","Sixty Years Ago | | Excerpts from the Woman's Exponent, June 1, and June 15, 1890 ""For THE RIGHTS OF THE WOMEN OF ZION AND THE RICHTS OF THE Women oF "
37,"June","V37_06_12_Poem_April_Wilkinso.txt","COMPLETE_NEXT_ART","and Mary Louise Gardner (Gessell) recently met in","Salt Lake City, to introduce their year-old children: Bill McKay III, Jay Housley, and Linda Gessell. Mrs. McKay and Mrs. Gessell are residents of Sa"
37,"June","V37_06_14_Fict_Postlude_to_Spring_Coles.txt","NEEDS_PDF_QC","secure postlude to spring's wild, erratic tune. A","Converts' Granddaughter Returns Part II Helen and Cyril Pearson Photographs by the Authors 66 WITZERLAND reminds one of the United States before the "
37,"June","V37_06_21_Fict_Dark_in_the_Bailey.txt","NEEDS_PDF_QC","ong and fascinating history behind these pieces of","European pottery and porcelain, the story of ambitious artists and chemists, potters, and merchants striving to perfect ever more beautiful or more du"
37,"June","V37_06_22_Art_European_Pottery_a_Laurgaar.txt","TRUNCATED","hivers— Reminded her how various were The moods of","mountain rivers. From The Field Margaret C. Pickering, General Secretary-Treasurer All material submitted for publication in this department should be"
37,"July","V37_07_04_Art_Mission_to_Moapa_Miner.txt","UNCLEAR","raph by W. Claudell Johnson AUGUSTA WINTERS GRANT","- CONGRATULATIONS TO SISTER AUGUSTA WINTERS GRANT Wife of President Heber J. Grant ON July 7, 1950, Sister Augusta Winters Grant reaches her ninety-fo"
37,"July","V37_07_07_Fict_Dark_in_the_Bailey.txt","UNCLEAR_NOT_FOUND","shares his all bestows the perfect gift. 
You Can",""
37,"July","V37_07_08_Fict_You_Can_Learn_Kelly.txt","TRUNCATED",". From becoming too oppressive. Your interesting","letters keep the silence in my home With dearest love, MOTHER Clara Horne Park  464 RELIEF SOCIETY MAGAZINE—JULY 1950 Josef Muench COTTONWOOD IN OWE"
37,"July","V37_07_10_Poem_Metamorphosis_Wangsgaa.txt","COMPLETE_NEXT_ART","he homes visited. Ussiting Seacher ITlessages— Our","Savior Speaks Lesson 9—""Come and Follow Me"" (Matt. 19:21). Mary Grant Judd For Tuesday, October 3, 1950 Objective: To call to mind that there is a pa"
37,"July","V37_07_18_Art_Lets_Be_Homemakers_Robinson.txt","TRUNCATED","of Lessons for 1950-51 Elder Briant S. Jacobs UR","literature course will continue the study of English literature begun last year. For the teachers who are carrying on, there should be no problem of a"
37,"July","V37_07_19_Art_LiteratureThe_Lite.txt","COMPLETE_NEXT_ART","esty of Paradise Lost? Its style? Its content? Oii","Social Science— The Progress of Man Part I—The Lesson of History Preview of Lessons for 1950-51 Elder Archibald F. Bennett E live in perilous times. "
37,"August","V37_08_01_Poem_Navajo_Weaver_Fron_Redd.txt","COMPLETE_NEXT_ART","'iN HT al Ph Photograph by Hal Rumel NAVAJO WEAVER","The Lamanites President Antoine R. Ivins Of the First Council of Seventy HE major part of the Book of Mormon is devoted to an account of the hand-deal"
37,"August","V37_08_04_Fict_The_Jumpher_Family_Sutherla.txt","TRUNCATED","granite, stone china, or ironstone. Some of it was","decorated with underglaze printing, but the great mass was of an ugly blue-white, without decoration of any sort. The idea that even common kitchen ut"
37,"August","V37_08_05_Poem_Still_Coles.txt","TRUNCATED","mbers in your district which she has listed in the","visiting teacher report book. Use your own judgment as to whether or not you will call upon non-members of the Church. This is an additional possibil"
37,"August","V37_08_08_Fict_Where_Love_Abideth_Norton.txt","TRUNCATED","ne finds in good furniture. Stain the piece and le","t it dry thoroughly. Now you are ready for the final step. 'There are several ways to finish off the washstand. You can varnish the surface, then rub "
37,"August","V37_08_09_Poem_Hope_Judd.txt","COMPLETE_NEXT_ART","eternal spring. Shings fo — ber Eleanor W. Schow","Sixty Years Ago Excerpts from the Woman's Exponent, August 1, and August 15, 1890 ""For THE RIGHTS OF THE WOMEN OF ZION AND THE RIGHTS OF THE WomMeEN o"
37,"August","V37_08_14_Poem_Complacent_Sadleir.txt","UNCLEAR_NOT_FOUND","ILLARD STAKE (UTAH), FLO WELL WARD
RELIEF SOCIETY",""
37,"August","V37_08_19_Art_Just_a_Housewife_Jones.txt","UNCLEAR_NOT_FOUND","ng condemhis brute strength for its own sake natio",""
37,"August","V37_08_20_Art_The_Best_Time_Poulsen.txt","UNCLEAR","drift into years On my blue willow platter. Se"" ea","""LEARN TO LABOR AND TO WAIT"" Caroline Eyring Miner OVER and over goes the little tune (and the name tune is questionable). Helen, our eight-year-old, "
37,"August","V37_08_22_Art_Notes_From_the.txt","COMPLETE_NEXT_ART","A Course for Optional Use by Wards and Branches at","Work Meeting) Lesson 2—Color in the Home Christine H. Robinson For Tuesday, November 14, 1950 (Reference: The Complete Book of Sewing, by Constance Ta"
37,"August","V37_08_24_Poem_Things_to_Remember_Schow.txt","NEEDS_PDF_QC","dreams away! LESSON DEPARTMENT 563 le emmeme— lhe","Literature of England Lesson 10—Paradise Regained and Samson Agonistes Elder Briant S. Jacobs For Tuesday, November 21, 1950 ig is the budding scienti"
37,"August","V37_08_26_Art_Social_Science_The_Bennett.txt","UNCLEAR","rom Advertisers PURE GRANULATED 48 UBS. NEY hai. X",""
37,"September","V37_09_03_Fict_One_September_Chap_Poulsen.txt","NEEDS_PDF_QC","ding the persecutions of the present time, for the","Lord had greatly prospered us in these valleys. Page 592 OST of the winners in the League of Utah Writers contests this year are contributors to The R"
37,"September","V37_09_04_Poem_Learned_Waters.txt","UNCLEAR_NOT_FOUND","re easy to candidates are, and what principles los",""
37,"September","V37_09_06_Art_Sixty_Years_Ago.txt","UNCLEAR_NOT_FOUND","patient in the home— preparation of the proper die",""
37,"September","V37_09_07_Art_Womans_Sphere_Cannon.txt","TRUNCATED","l,"" specifically points out that we should use our","influence to see that our public officials are ""such as will administer the law in equity and justice."" Are we accepting and magnifying this high and "
37,"September","V37_09_08_Poem_Influence_Harvey.txt","NEEDS_PDF_QC","Utah. Classes begin each September and March. She","Constitution of the United States Grace M. Candland N September 17, 1787, one-hundred sixty-three years ago, a great and glorious event took place in "
37,"September","V37_09_10_Art_The_Practical_Nurs_Mellor.txt","NEEDS_PDF_QC","Utah. Classes begin each September and March. She","Constitution of the United States Grace M. Candland N September 17, 1787, one-hundred sixty-three years ago, a great and glorious event took place in "
37,"September","V37_09_12_Fict_You_Can_Learn_Kelly.txt","UNCLEAR_NOT_FOUND","?
+ 1
+2.50
ZATIONS
Local
Wards in Stakes
Br",""
37,"September","V37_09_16_Art_Notes_to_the.txt","UNCLEAR_NOT_FOUND","in the resurrection they neither marry, nor are g",""
37,"September","V37_09_17_Art_Notes_From_the.txt","COMPLETE_NEXT_ART","A Course for Optional Use by Wards and Branches at","Work Meeting) Lesson 3—Draperies and Curtains Christine H. Robinson For Tuesday, December 12, 1950 (Reference: The Complete Book of Sewing, by Constan"
37,"September","V37_09_19_Poem_Beyond_the_Spring_Walton.txt","NEEDS_PDF_QC","owing old! LESSON DEPARTMENT 635 il tara ino— lhe","Literature of England Lesson 11—John Dryden Elder Briant S. Jacobs For Tuesday, December 19, 1950 HE name of John Dryden is one which all lovers of En"
37,"September","V37_09_20_Art_Literature_John_Dr_Jacobs.txt","COMPLETE_NEXT_ART","ianship CONDUCTING, SINGING, AND ACCOMPANYING (For","Music Department of Union Meeting) Lesson 3—Baton Technique, Singing, and Interpretation Florence J]. Madsen Objective: To become better acquainted wi"
37,"October","V37_10_05_Art_President_George_F_Smith.txt","UNCLEAR_NOT_FOUND","nquish, when, in 1895, gold-band Haviland and othe",""
37,"October","V37_10_15_Art_Visiting_Teacher_M_Judd.txt","UNCLEAR_NOT_FOUND","f And warm me when these amber hours pass. 
White",""
37,"October","V37_10_22_Art_Notes_to_the.txt","TRUNCATED","Ely Ward. Sister Cylde was a guest speaker for the","social science lesson in May 1950. She spoke before the Relief Society women of Nevada Stake. She stressed the importance of the social science lesson"
37,"October","V37_10_23_Art_Social_Science_Evi_Bennett.txt","COMPLETE_NEXT_ART","A Course for Optional Use by Wards and Branches at","Work Meeting) Lesson 4—Slipcovers and Dressing Table Skirts Christine H. Robinson For Tuesday, January 9, 1951 (Reference: The Complete Book of Sewing"
37,"October","V37_10_24_Art_Work_Meeting_Slipc_Robinson.txt","NEEDS_PDF_QC","all space. (See textbook, page 251.) St pate — The","Literature of England Lesson 12—Richard Steele and Joseph Addison Elder Briant S. Jacobs For Tuesday, January 16,1951 HE latter part of the seventeent"
37,"November","V37_11_01_Art_For_After_Much_Spafford.txt","TRUNCATED","life—men whom the Lord loved dearly. There is no","more striking example of this than the story of Job. Job was perfect and upright, one that feared God and eschewed evil. The Lord blessed the works of"
37,"November","V37_11_09_Art_Ernest_L._Wilkinso.txt","NEEDS_PDF_QC","of earth, Bends at times but does not break. White","September CHAPTER 3 (Conclusion) Ezra J. Poulsen OLLIE came home in late September. Most of the town turned out to meet her at the little yellow stat"
37,"November","V37_11_18_Art_Recipe_for_Corned_Eaton.txt","COMPLETE_NEXT_ART","A Course for Optional Use by Wards and Branches at","Work Meeting) Lesson 5—Choosing Appropriate Floor Coverings Christine H. Robinson For Tuesday, February 13, 1951 A fundamental part of successful. Ho"
37,"November","V37_11_19_Art_Work_Meeting_Choos_Robinson.txt","UNCLEAR_NOT_FOUND","atterned floor covering? 

778  of tterature—The",""
37,"December","V37_12_08_Poem_Dear_Santa_Now.txt","TRUNCATED","of eternal progression we must be ever seeking and","gaining knowledge and intelligence, for the Prophet Joseph said, ""A man is saved no faster than he gets knowledge,"" RELIEF SOCIETY CONFERENCE and the "
37,"December","V37_12_11_Art_The_Culmination_of_Smith.txt","NEEDS_PDF_QC","and become acquainted with all good books. Gternal","Values Counselor Velma N. Simonsen T the last April conference of the Church, President David O. McKay made this statement, ""Next to the bestowal of l"
37,"December","V37_12_13_Art_Visiting_Teacher_M_Judd.txt","NEEDS_PDF_QC","iving. -—>- INDIAN RELATIONS DEPARTMENT Diges— She","Accomplishments of Our Lamanite Sisters Golden R. Buchanan Co-ordinator of Indian Affairs S I approach this subject I do so most humbly. I hope I can "
37,"December","V37_12_16_Art_Our_Sisters_in_Cowley.txt","TRUNCATED","Homes were crowded; old women, mothers, and their","children would be seen on the streets with their little hand-drawn wagons gathering greens to be cooked for their dinners. 'hey would pick up pieces o"
37,"December","V37_12_17_Poem_The_Child_and.txt","TRUNCATED","on its way to ''The Valley."" Touches of humor and","authentic detail of pioneer life add to the interest. LARA L. JARVIS of Utah has been elected first vice-president of the National Order of Women Legi"
37,"December","V37_12_18_Art_The_Spiritual_Powe_Madsen.txt","TRUNCATED","o you, Inasmuch as ye have done it unto one of the","least of these my brethren, ye have done it unto me (Matt. 25:35-40). During the 108 years of Relief Society's existence, compassionate service—the te"
37,"December","V37_12_23_Art_Ethel_C._Smith.txt","LIKELY_COMPLETE","grance that remains When roses are distilled. Page","839 MARY ANN BRINGHURST of Tyhee, Idaho, and One of Her Star Quilts QUILTING IS HER HOBBY At the age of eighty-four, Mary Ann Bringhurst is still maki"
37,"December","V37_12_25_Art_Ring_in_Your_Laster.txt","UNCLEAR_NOT_FOUND","to ring in those Christmas cards this year. 
Old",""
37,"December","V37_12_32_Art_Work_Meeting_Choos_Robinson.txt","NEEDS_PDF_QC","ed to help in furniture arrangement. Sit cralee Ae","Literature of England Lesson 14—Alexander Pope Elder Briant S. Jacobs For Tuesday, March 20, 1951 A Perry Picture ALEXANDER POPE N the history of Engl"
38,"January","V38_01_02_Art_Ernest_L._Wilkinso_Sharp.txt","COMPLETE_NEXT_ART","n. @ 4 #8 4 Hal Rumel WINTER SOLITUDE, ALTA, UTAH","Award Winners Eliza R. Snow Poem Contest HE Relief Society general board is pleased to announce the names of the three prize winners in the 1950 Eliz"
38,"January","V38_01_05_Art_Award_Winners_Annu.txt","COMPLETE_NEXT_ART","Greenwood Thayne, Provo, Utah, for her story ""But","Covet Earnestly."" The second prize of forty dollars is awarded to Inez Bagnell of Kamas, Utah, for her story ""We'll Always Remember."" The third prize "
38,"January","V38_01_09_Art_Womans_Sphere_Cannon.txt","NEEDS_PDF_QC","nguided, for that which is new. Wep c. 4 Gow Tlew","Serial to Begin in Sebruary The first chapter of ""For the Strength of the Hills,"" a new serial by Mabel S. Harmer, will begin in the February issue of"
38,"January","V38_01_12_Art_Notes_to_the.txt","COMPLETE_NEXT_ART","40 North Main Street, Salt Lake City 1, Utah. She","Wild Geese Sly Marvin Jones Pencil lines etched in a wind-swept sky, Far over the river the wild geese fly, High-wavering wedges, a tremulous skein In"
38,"January","V38_01_14_Art_Polio_Strikes_Egon.txt","COMPLETE_NEXT_ART","DIMES.  Hal Rumel  SOLITUDE AND SILENCE —~—_ She","Dying Year Beatrice K. Ekman Where storm has laid covers of white down Over roofs and gardens silently, The bright, full moon has spread spun-silver n"
38,"January","V38_01_17_Poem_Recompense_by_Mati.txt","NEEDS_PDF_QC","t If I have wrought one perfect thing. _>- She Low","Cost of Happiness Caroline Eyring Miner WE hear constantly now about the high cost of living, and it is true that food and clothes, and housing cost a"
38,"January","V38_01_19_Art_Crocheting_Keeps_H_Larkin.txt","UNCLEAR","es SPANISH-AMERICAN MISSION, LAREDO (TEXAS) BRANCH","VISITING TEACHERS Left to right: Celedonia Duarte; Noemi Dorado; Raquel Rodriquez; Lorenza Duarte; Arminda Rodriquez; Margarita Duarte; Ofelia Alday; "
38,"January","V38_01_21_Poem_Mirror_Mirror_by.txt","COMPLETE_NEXT_ART","A Course for Optional Use by Wards and Branches at","Work Meeting) Lesson 7—Pictures, Mirrors, and Wall Accessories Christine H. Robinson For Tuesday, April 10, 1951 CONSIDERABLE time and thought can be "
38,"January","V38_01_22_Art_Work_Meeting_Pictu_Robinson.txt","NEEDS_PDF_QC","e use of suitable wall decorations. Ie eagle — ine","Literature of England Lesson 15—Oliver Goldsmith Elder Briant S. Jacobs For Tuesday, April 17, 1951 HE need to look at a man's face in order to ""know"""
38,"January","V38_01_25_Art_A_Birthday_Greetin_Society.txt","COMPLETE_NEXT_ART","INE 40 North Main Street, Salt Lake City, Utah My","Choice Marion W. Garibaldi While some men strive toward distant goals And scorn the path they tread, I'd have content along the way, With love, and wo"
38,"January","V38_01_26_Poem_My_Choice_by.txt","COMPLETE_NEXT_ART","e way, With love, and work, and bread!, = FF @& My","Child Marylou Shaver My child is April, Young as spring, New as baby grass and thirsty seeded earth. My child is springtime Warm as April's sun, Soft "
38,"January","V38_01_27_Poem_My_Child_by.txt","NEEDS_PDF_QC","ck away The distance telescoped, and you were here","Within my heart today. You smiled at me across a span of years; Your smile has nourished tenderly the flower Whose fragrant beauty lives within my hea"
38,"January","V38_01_28_Poem_Within_My_Heart.txt","NEEDS_PDF_QC","ears ago this month. ) oxe MARGUERITE TAYLOR BECK","Daughter of JOSEPH WM. TAYLOR who now is carrying on the family tradition, assisted by her husband Charles Asher Beck, daughter Gloria, and a competen"
38,"February","V38_02_02_Poem_Dawn_Is_the_Chadwick.txt","UNCLEAR","r ward. ""goes I love to write, and there is a I am","A Key to the Occurrences of History Archibald F. Bennett Secretary, Genealogical Society [Address delivered at the afternoon session of the Annual Gen"
38,"February","V38_02_03_Art_A_Key_to_Bennett.txt","NEEDS_PDF_QC","hie fellow (Continued on page 141) Don Knight Soo","Bound of Earth Berta Huish Christensen Let me not grow too fond of life to leave The mellow, emerald earth; too fond of light Cut to a summer's length"
38,"February","V38_02_04_Art_Social_Science_Uni_Bennett.txt","NEEDS_PDF_QC","hie fellow (Continued on page 141) Don Knight Soo","Bound of Earth Berta Huish Christensen Let me not grow too fond of life to leave The mellow, emerald earth; too fond of light Cut to a summer's length"
38,"February","V38_02_05_Poem_Too_Bound_of_Christen.txt","UNCLEAR_NOT_FOUND","To meet with eagerness, one gone before. 
For the",""
38,"February","V38_02_15_Art_Notes_From_the.txt","TRUNCATED","s (through the efforts of a vast corps of faithful","visiting teachers), inspirational sayings of the Savior. Twenty-three messages in all have been given. Now, with the twentyfourth, with which we concl"
38,"February","V38_02_16_Art_Visiting_Teacher_M_Judd.txt","COMPLETE_NEXT_ART","A Course for Optional Use by Wards and Branches at","Work Meeting) Lesson 8—Table Settings and Service Christine H. Robinson For Tuesday, May 8, 1951 LTHOUGH. The previous articles in this series of less"
38,"February","V38_02_17_Art_Work_Meeting_Table_Robinson.txt","UNCLEAR_NOT_FOUND","thers."" —Abraham Lincoln 

128  | Siterature—The",""
38,"February","V38_02_18_Art_Literature_Samuel_Jacobs.txt","TRUNCATED","eat literature, and standard books appertaining to","music, the other arts and culture. New or Unfamiliar Hymns L. D. S. Hymns (Green book): pp 3 (transpose to B flat); 13, 27 (transpose to C); 91, 115, "
38,"March","V38_03_04_Fict_She_Shall_Have_Yost.txt","TRUNCATED","here was a card of snapfasteners, some scraps of d","ress trimming and material, and some hooks and eyes for Trudy's family's wardrobe. Throughout the years Trudy and I were together many hours each day"
38,"March","V38_03_09_Art_Sixty_Years_Ago.txt","NEEDS_PDF_QC","w York); Edith Nourse' Rogers (Massachusetts). Mar","Woman's Sphere Ramona W. Cannon MONG the twenty-four Utahns in attendance at the Mid-century White House Conference on Children and Youth was Miss Jen"
38,"March","V38_03_15_Art_Flower_Arrangement_Roberts.txt","NEEDS_PDF_QC","o are ill or in trouble. —Gladys K. Wagner For the","Strength of the Hills | —— Synopsis: Camilla Fenton, an orphan who lives with an aunt in Santa Monica, California, arrives at the railroad station nea"
38,"March","V38_03_21_Art_Pull_a_New_Laurgaar.txt","COMPLETE_NEXT_ART","y as a magician pulls a rabbit from a top hat. She","Story Hour Norma Wrathall ""Read us a story, Mother, Of Indians in the night, Or read about the pirates bold, With hoarded jewels bright."" So while the"
38,"April","V38_04_01_Poem_April_Ekman.txt","NEEDS_PDF_QC","st of Latter-day Saints, held on Temple Square in","Salt Lake City during the first week of April and near the beginning of October each year, are interesting, unique, and faith-promoting institutions. "
38,"April","V38_04_06_Poem_Utah_Gulls_in_Armknech.txt","TRUNCATED","y had been accompanied by the groom's parents, but","not by the bride's. Martha bit her lip and resolutely returned to her needlework. ""Well, Mother dear,"" Harvey exclaimed on the end of a noisy yawn, a"
38,"April","V38_04_07_Poem_Showered_Petals_in_Kleinman.txt","UNCLEAR","""T'm glad!"" she echoed. I? Glad, too, Mommy! ""T mh","""Now Is the Time'""' Carol Read F lake HE elaborate cutwork design on the pillow case blurred before Martha Lane's eyes and she lowered the hoops to he"
38,"April","V38_04_11_Art_Editorial_Therewit_Sharp.txt","UNCLEAR_NOT_FOUND","night
IRIS Josef Muench
JAPANESE IRIS and can be",""
38,"April","V38_04_13_Art_Meals_of_Our_Mills.txt","NEEDS_PDF_QC","ly tender, about 45 minutes. Ray Loomis HOLLYHOCKS","Page 256 Gardens in Pattern Eva Willes Wangsgaard ""A garden is a lyric Man may write in seed "" ARDEN colors, like all colors, are most effective when"
38,"April","V38_04_24_Art_A_New_Outlook_Miner.txt","COMPLETE_AD_FOLLOWS","Time of Roses £12 a Let All My Life Be Music.20. O","Entrancing Maoh - mann ccpatnnnnp oi ee Trees ne § Music Sent On Approval WE PAY POSTAGE ' Use this advertisement as your order blank | DAYNES MUSIC C"
38,"April","V38_04_25_Poem_One_Time_Glimpse_Schow.txt","TRUNCATED","—_- Who Has Loved the Garth Christie Lund Coles He","who has loved the earth, To the earth returns, Knowing well its gentleness, Knowing how it burns Beneath the fingered, summer sun, How cool it lies be"
38,"May","V38_05_03_Art_President_George_A_Smith.txt","NEEDS_PDF_QC","oshua Reuben Clark, Jr. As Second Counselor in the","First Presidency. President McKay and his two counselors have proved themselves great and inspired leaders and have endeared themselves to Church memb"
38,"May","V38_05_05_Art_Mother_Three_Pictu_Richards.txt","COMPLETE_NEXT_ART","society —home and family and mother. | o< >< Jn a","Very New Garden Eva Willes Wangsgaard Scant yesterdays, this plot was barren waste Of sand and rubble parched by wind and heat, Where scented lilies n"
38,"May","V38_05_08_Poem_Dewdrop_Shomaker.txt","UNCLEAR","| HAVE RETURNED TO THE VALLEY Dorothv J]. Roberts","I have returned to the valley and to shade, Daily growing deeper on the lawn; Far from the plain where lace of leaves is laid, I come to elms embroide"
38,"May","V38_05_10_Art_Sixty_Years_Ago.txt","TRUNCATED","od, the most beautiful redheaded wife in the world",", and I don't ask for much else."" ""Modest creature,"" she laughed. Then, looking around at the shadows flickering on the walls, she proposed, ""'Let's g"
38,"May","V38_05_13_Poem_What_Shall_We_Stewart.txt","NEEDS_PDF_QC","he have hope of future fruits And be so blind? She","Ancient. Prayer Pansye H. Powell One burden has haunted the song of man From the time when the world was young, Borne on the sighs of war-torn lands A"
38,"May","V38_05_16_Art_Floral_Arrangement_Allen.txt","NEEDS_PDF_QC","anteth his name in tender flowers.—Richter For the","Strength of the Hills CHAPTER 4 Mabel Harmer Synopsis: Camilla Fenton, an orphan from Santa Monica, California, comes to Crandall, Idaho, to teach, a"
38,"May","V38_05_18_Fict_You_Can_Learn_Kelly.txt","TRUNCATED","he world, but to earn the name of mother, the true","spirit of unselfish motherhood must become a part of us. No love in all the world equals the love of a true mother. President Joseph F. Smith said th"
38,"May","V38_05_23_Art_Start_With_Yoursel_Miner.txt","NEEDS_PDF_QC","t Wonderful Mother of Mine—Goodwin 15 Those Songs","My Mother Used to Sing—Smith _ 16 HH i> FIRST OF ALL— RELIABILITY H: 4 45-47 SOUT MAIN STREET SALT LAKE CITY 1, UTAH Ce, RELIEF SOCIETY MAGAZINE—MAY 1"
38,"May","V38_05_25_Poem_Blossoming_Harwood.txt","NEEDS_PDF_QC","ill remain. She Road Ys Marked Grace Barker Wilson","The road is marked, But here a little path Winds away Almost unnoticed; A little path, No signs, no warnings, Just the faint beckoning Of lightly trod"
38,"May","V38_05_26_Poem_The_Road_Is_Wilson.txt","COMPLETE_NEXT_ART","ing curve As it drops from sight Over the hill. My","Heart Js Bound Josephine ]. Harvey As the constant hours pass And lengthen into years, I will treasure loveliness. I will see a white bird soar, Above"
38,"June","V38_06_02_Art_President_David_O._Richards.txt","COMPLETE_NEXT_ART","st High God, lover of mankind—my friend. President","Stephen L Richards Sustained First Counselor in the First Presidency, April 9, 1951 Elder John A. Widtsoe Of the Council of the Twelve HERE is streng"
38,"June","V38_06_04_Poem_Charmer_Powell.txt","TRUNCATED","moaning in tnbulation. I do not know the cure. The","questions involved are so nearly infinite in their vision that I question whether any human mind can answer them. But it is my faith that if the peopl"
38,"June","V38_06_05_Poem_Question_Burk.txt","NEEDS_PDF_QC","ck into the presence of our Heavenly Father. 2 «Pe","Sunday in the Country Christie Lund Coles Sunday in the country was a day Quite set apart, even by the way The sun shone, more luminously bright Betwe"
38,"June","V38_06_10_Poem_Eliza_R._Snow.txt","COMPLETE_NEXT_ART","Poem Contest]  Eliza R. Snow Poem Contest and the","Relief Society Short Story Contest are conducted annually by the general board of Relief Society to stimulate creative writing among Latter-day Saint "
38,"June","V38_06_11_Art_Relief_Society_Sho.txt","COMPLETE_NEXT_ART","st, 40 North Main, Salt Lake City 1, Utah. O-<P-e","Fragrant Memories Grace Barker Wilson Remembered things are poignant as today: The scent of violet, The young, green odor of a fresh-cut lawn, Essence"
38,"June","V38_06_15_Art_Lets_Write_a_Bailey.txt","NEEDS_PDF_QC","the Council of the Twelve, died April 30, 1951, in","Salt Lake City, Utah. A beautiful and gracious woman, she was richly gifted and greatly loved. Emma Lucy Gates was born in St. George, Utah, November "
38,"June","V38_06_21_Art_Nursing_A_Lifetime_Mellor.txt","UNCLEAR_NOT_FOUND","8
East 2nd South, Salt Lake City, Utah. 
For the",""
38,"June","V38_06_28_Art_Notes_From_the.txt","UNCLEAR","y. ——- -- J Love My Little Kitchen Lydia B. Egbert","I love my little kitchen The tinkling sound of pots and pans With its cosy atmosphere— Before the dinner call. Oh, there never was a palace That could"
38,"July","V38_07_02_Fict_A_Vacation_for_Young.txt","COMPLETE_NEXT_ART","o Westville?"" she asked the agent eagerly. _>- She","Gardener Grace Sayre Retired now, with leisure on his hands, He bends above his work—a city lot For gardening—he has leased. Here he can grow The veg"
38,"July","V38_07_03_Poem_The_Gardener_by.txt","COMPLETE_NEXT_ART","While he, with simple faith, communes with God. On","Petals Falling Maryhale Woolsey Down to the warm, gray dust of summer sifting, Rose-petals flutter, exquisitely drifting. No longer mere drab dust, un"
38,"July","V38_07_11_Art_New_Ways_With_Hansen.txt","COMPLETE_NEXT_ART","onion individual meat cakes 1 tbsp. Diced celery","An Inexpensive Outfit for the Baby | Helen Martin A young friend of mine, who is expecting her first baby, lamented the high cost of an outfit for the"
38,"July","V38_07_12_Art_An_Inexpensive_Out_Martin.txt","UNCLEAR_NOT_FOUND","providing an outfit for the new baby. "" 
For the",""
38,"July","V38_07_13_Fict_For_the_Strength_Harmer.txt","COMPLETE_NEXT_ART","low, ragged outline against the blue sky. Ti tied","Graham Crackers for Summertime (Desserts Sara Mills A™ season of the year is the time of easy desserts, as far as I am concerned. In summertime the de"
38,"July","V38_07_14_Art_Graham_Crackers_fo_Mills.txt","TRUNCATED","he Magazine. Elder Leland H. Monson, author of the","theology lessons, ""Characters and Teachings of the Book of Mormon,"" is a member of the general board of the Deseret Sunday School Union.. He was born "
38,"July","V38_07_16_Art_Origin_and_Analysi_Monson.txt","NEEDS_PDF_QC","mon Gems of Truth"" is the title of a new series of","Visiting Teacher Messages for the year 1951-52. As the theology course is a study of the Book of Mormon, we feel it will be very profitable and that i"
38,"July","V38_07_18_Art_And_Behold_I_Jacobs.txt","UNCLEAR_NOT_FOUND","in his desire to bepoetry, and essay. Goldsmith wr",""
38,"July","V38_07_25_Poem_Light_and_Shadows.txt","TRUNCATED","urged me on And lent a guiding hand. So, for these","first important steps, And since you've gone away, I wore your bright red slippers, And I walked alone today. On Old Faces Mabel Law Atkinson We see L"
38,"July","V38_07_26_Poem_First_Steps_by.txt","COMPLETE_NEXT_ART","ght red slippers, And I walked alone today. On Old","Faces Mabel Law Atkinson We see Lovely etchings On old faces, For time's artistic brush Records each thought of beauty... Through the years. Desert Sc"
38,"August","V38_08_01_Poem_August_Smith.txt","COMPLETE_NEXT_ART","MATILIJA POPPIES San Gabriel Mountains, California","The Constitution and the United Nations Charter I. THE BACKGROUND OF LIBERTY Elder Albert R. Bowen [This is the first of a short series of articles de"
38,"August","V38_08_05_Art_Sixty_Years_Ago.txt","TRUNCATED","fragrant flowers, Or the melody of some long-lost","song, Which wakes in our soul where remembrance stays, The joys which e'en time can never outlive And in hours of pleasure, or darkest days A nameless"
38,"August","V38_08_06_Poem_Song_Romolo.txt","TRUNCATED","3-2741; Subscriptions 246; Editorial Dept. 245. S","ubscription Price: $1.50 a year; foreign, $2.00 a year; payable in advance. Single copy, 15c. The Magazine is not sent after subscription expires. No"
38,"August","V38_08_09_Poem_Deep_in_This_Larsen.txt","TRUNCATED","t due to her numerous cuts and lack of interest in","her school work (she's in love) the dean thought it advisable that she check out of school before the ""F's"" she was earning went on her permanent reco"
38,"August","V38_08_12_Art_Boxes_For_Beauty_Luce.txt","NEEDS_PDF_QC","on the straight of the material. A second ly 3 SS","Page 536 HOW TO MAKE FLUFFY RUGS «537 reason for using bias strips is this: when stitched through the center, every thread of a bias strip is anchore"
38,"August","V38_08_16_Art_Salad_Days_Mills.txt","COMPLETE_NEXT_ART","ace a heavy weight over the cucumbers, leaving the","The Silken Bond. Alice Morrey Bailey -ELEN Vincent would not leave the bus until it pulled out with her mother and her baby. Her mother cared for Nora"
